Date,Yen,US_2yr,JP_2yr
2003-02-28,118.22,1.53,0.05
2003-03-03,117.88,1.52,0.05
2003-03-04,117.81,1.49,0.05
2003-03-05,117.16,1.46,0.05
2003-03-06,117.29,1.47,0.05
2003-03-07,116.47,1.39,0.05
2003-03-10,116.57,1.35,0.05
2003-03-11,116.9,1.38,0.05
2003-03-12,117.21,1.45,0.05
2003-03-13,118.25,1.59,0.05
2003-03-14,118.47,1.56,0.05
2003-03-17,118.22,1.63,0.05
2003-03-18,118.83,1.72,0.05
2003-03-19,119.62,1.72,0.05
2003-03-20,120.16,1.75,0.055
2003-03-24,120.44,1.71,0.055
2003-03-25,119.88,1.69,0.056
2003-03-26,120.06,1.68,0.056
2003-03-27,119.65,1.62,0.06
2003-03-28,120.08,1.56,0.06
2003-03-31,118.58,1.51,0.06
2003-04-01,118.18,1.5,0.06
2003-04-02,119.03,1.6,0.06
2003-04-03,119.48,1.55,0.06
2003-04-04,120.09,1.55,0.06
2003-04-07,120.38,1.65,0.06
2003-04-08,120.05,1.59,0.06
2003-04-09,120.53,1.55,0.06
2003-04-10,119.36,1.6,0.06
2003-04-11,120.38,1.65,0.06
2003-04-14,120.19,1.74,0.06
2003-04-15,120.2,1.69,0.056
2003-04-16,120.34,1.67,0.056
2003-04-17,119.39,1.71,0.055
2003-04-22,119.76,1.7,0.06
2003-04-23,120.42,1.7,0.06
2003-04-24,119.99,1.62,0.059
2003-04-25,120.42,1.57,0.055
2003-04-28,120.27,1.59,0.054
2003-04-30,119.27,1.51,0.05
2003-05-01,118.33,1.5,0.048
2003-05-02,118.88,1.56,0.045
2003-05-06,118.01,1.45,0.047
2003-05-07,116.32,1.45,0.047
2003-05-08,116.56,1.49,0.047
2003-05-09,117.22,1.45,0.045
2003-05-12,116.84,1.46,0.045
2003-05-13,116.61,1.47,0.045
2003-05-14,116.25,1.41,0.045
2003-05-15,116.95,1.46,0.045
2003-05-16,116.02,1.38,0.044
2003-05-19,116.58,1.35,0.04
2003-05-20,116.82,1.31,0.045
2003-05-21,117.32,1.38,0.04
2003-05-22,117.34,1.36,0.04
2003-05-23,116.84,1.38,0.04
2003-05-27,116.9,1.33,0.04
2003-05-28,118.6,1.35,0.04
2003-05-29,118.38,1.3,0.04
2003-05-30,119.62,1.33,0.04
2003-06-02,118.42,1.33,0.043
2003-06-03,118.8,1.2,0.043
2003-06-04,118.77,1.2,0.043
2003-06-05,117.53,1.25,0.04
2003-06-06,118.85,1.27,0.035
2003-06-09,118.12,1.19,0.035
2003-06-10,117.68,1.13,0.035
2003-06-11,117.71,1.16,0.035
2003-06-12,117.85,1.13,0.035
2003-06-13,117.57,1.1,0.035
2003-06-16,117.55,1.18,0.035
2003-06-17,118.12,1.25,0.035
2003-06-18,118.52,1.27,0.035
2003-06-19,118.73,1.17,0.045
2003-06-20,118.44,1.22,0.04
2003-06-23,117.91,1.17,0.045
2003-06-24,117.82,1.14,0.051
2003-06-25,117.55,1.3,0.056
2003-06-26,119.35,1.41,0.056
2003-06-27,119.6,1.38,0.06
2003-06-30,120.04,1.32,0.075
2003-07-01,119.22,1.3,0.082
2003-07-02,118.88,1.3,0.092
2003-07-03,118.03,1.32,0.104
2003-07-07,118.16,1.36,0.106
2003-07-08,118.32,1.39,0.111
2003-07-09,117.76,1.37,0.101
2003-07-10,117.85,1.33,0.083
2003-07-11,117.84,1.29,0.084
2003-07-14,117.53,1.35,0.085
2003-07-15,117.4,1.45,0.089
2003-07-16,118.21,1.49,0.094
2003-07-17,118.75,1.47,0.095
2003-07-18,118.9,1.51,0.095
2003-07-22,119.26,1.57,0.095
2003-07-23,118.79,1.54,0.096
2003-07-24,118.95,1.54,0.096
2003-07-25,118.63,1.52,0.086
2003-07-28,119.48,1.61,0.081
2003-07-29,119.52,1.67,0.082
2003-07-30,120.57,1.64,0.082
2003-07-31,120.53,1.8,0.07
2003-08-01,119.97,1.85,0.07
2003-08-04,120.31,1.71,0.07
2003-08-05,119.93,1.88,0.07
2003-08-06,120.19,1.78,0.07
2003-08-07,118.91,1.74,0.07
2003-08-08,119.06,1.72,0.07
2003-08-11,118.47,1.81,0.07
2003-08-12,118.53,1.71,0.07
2003-08-13,119.29,1.86,0.07
2003-08-14,119.17,1.86,0.075
2003-08-15,119.27,1.85,0.079
2003-08-18,119.51,1.87,0.085
2003-08-19,119.46,1.81,0.115
2003-08-20,118.25,1.84,0.18
2003-08-21,117.94,1.98,0.156
2003-08-22,117.48,1.97,0.171
2003-08-26,117.43,1.96,0.204
2003-08-27,117.76,2.05,0.19
2003-08-28,117.45,1.93,0.182
2003-08-29,116.72,1.95,0.187
2003-09-02,116.27,2.04,0.262
2003-09-03,116.04,2.02,0.255
2003-09-04,116.88,1.91,0.191
2003-09-05,116.74,1.72,0.163
2003-09-08,116.62,1.75,0.165
2003-09-09,116.39,1.71,0.195
2003-09-10,117.1,1.64,0.192
2003-09-11,117.09,1.71,0.167
2003-09-12,117.39,1.66,0.158
2003-09-16,116.46,1.63,0.134
2003-09-17,116.32,1.63,0.134
2003-09-18,115.13,1.68,0.129
2003-09-19,113.85,1.7,0.134
2003-09-22,111.94,1.7,0.125
2003-09-24,111.88,1.66,0.131
2003-09-25,111.65,1.65,0.157
2003-09-26,111.93,1.6,0.168
2003-09-29,111.13,1.61,0.175
2003-09-30,111.75,1.5,0.176
2003-10-01,110.64,1.47,0.151
2003-10-02,110.77,1.48,0.13
2003-10-03,110.71,1.65,0.123
2003-10-06,110.97,1.6,0.122
2003-10-07,109.6,1.67,0.107
2003-10-08,109.54,1.65,0.095
2003-10-09,109.08,1.69,0.095
2003-10-10,108.64,1.65,0.092
2003-10-14,109.43,1.73,0.092
2003-10-15,109.82,1.79,0.088
2003-10-16,109.26,1.96,0.088
2003-10-17,109.53,1.9,0.109
2003-10-20,110.35,1.88,0.15
2003-10-21,109.65,1.89,0.136
2003-10-22,108.98,1.8,0.106
2003-10-23,109.54,1.84,0.101
2003-10-24,109.25,1.76,0.107
2003-10-27,108.4,1.83,0.118
2003-10-28,108.33,1.71,0.124
2003-10-29,108.07,1.79,0.124
2003-10-30,108.29,1.86,0.131
2003-10-31,109.98,1.85,0.137
2003-11-04,109.48,1.86,0.154
2003-11-05,109.97,1.94,0.16
2003-11-06,110.04,2.01,0.161
2003-11-07,109.61,2.04,0.164
2003-11-10,108.13,2.06,0.158
2003-11-12,108.77,2.05,0.135
2003-11-13,108.15,1.92,0.135
2003-11-14,108.25,1.84,0.13
2003-11-17,108.89,1.8,0.113
2003-11-18,108.21,1.83,0.124
2003-11-19,109.04,1.9,0.124
2003-11-20,108.89,1.83,0.13
2003-11-21,108.84,1.84,0.126
2003-11-25,109.64,1.89,0.128
2003-11-26,109.07,1.97,0.143
2003-11-28,109.55,2.06,0.132
2003-12-01,109.5,2.12,0.134
2003-12-02,108.99,2.07,0.14
2003-12-03,108.19,2.09,0.139
2003-12-04,108.26,2.06,0.142
2003-12-05,107.97,1.88,0.135
2003-12-08,107.29,1.94,0.132
2003-12-09,107.47,1.97,0.126
2003-12-10,108.21,1.94,0.117
2003-12-11,108.28,1.83,0.117
2003-12-12,107.76,1.84,0.115
2003-12-15,107.78,1.88,0.117
2003-12-16,107.61,1.83,0.112
2003-12-17,107.33,1.83,0.113
2003-12-18,108.0,1.85,0.114
2003-12-19,107.96,1.82,0.114
2003-12-22,107.44,1.84,0.116
2003-12-24,107.15,1.83,0.127
2003-12-29,106.92,1.86,0.108
2003-12-30,106.93,1.86,0.11
2004-01-05,106.12,1.95,0.115
2004-01-06,106.27,1.84,0.113
2004-01-07,106.15,1.84,0.113
2004-01-08,106.17,1.85,0.109
2004-01-09,106.42,1.68,0.101
2004-01-13,106.24,1.63,0.089
2004-01-14,106.0,1.65,0.089
2004-01-15,106.02,1.67,0.083
2004-01-16,106.71,1.7,0.083
2004-01-20,107.33,1.69,0.09
2004-01-21,106.71,1.69,0.08
2004-01-22,106.32,1.66,0.076
2004-01-23,106.03,1.71,0.076
2004-01-26,106.07,1.75,0.077
2004-01-27,105.6,1.7,0.077
2004-01-28,105.53,1.87,0.077
2004-01-29,105.99,1.88,0.071
2004-01-30,105.84,1.84,0.068
2004-02-02,105.47,1.83,0.067
2004-02-03,105.43,1.78,0.064
2004-02-04,105.59,1.8,0.062
2004-02-05,105.51,1.85,0.057
2004-02-06,105.5,1.77,0.057
2004-02-09,105.73,1.76,0.056
2004-02-10,105.64,1.82,0.053
2004-02-12,105.39,1.75,0.048
2004-02-13,105.39,1.7,0.048
2004-02-17,105.84,1.7,0.049
2004-02-18,106.26,1.72,0.049
2004-02-19,107.31,1.7,0.05
2004-02-20,108.86,1.75,0.055
2004-02-23,108.25,1.69,0.056
2004-02-24,108.16,1.69,0.056
2004-02-25,108.66,1.67,0.056
2004-02-26,109.71,1.69,0.056
2004-02-27,109.28,1.66,0.056
2004-03-01,108.95,1.67,0.055
2004-03-02,110.22,1.74,0.072
2004-03-03,110.09,1.74,0.111
2004-03-04,110.74,1.73,0.109
2004-03-05,111.1,1.57,0.115
2004-03-08,112.13,1.52,0.111
2004-03-09,111.13,1.51,0.098
2004-03-10,111.09,1.54,0.083
2004-03-11,110.87,1.52,0.083
2004-03-12,111.06,1.54,0.082
2004-03-15,110.77,1.56,0.093
2004-03-16,108.97,1.51,0.094
2004-03-17,108.27,1.53,0.104
2004-03-18,106.55,1.55,0.114
2004-03-19,106.87,1.56,0.125
2004-03-22,106.86,1.52,0.131
2004-03-23,106.74,1.52,0.121
2004-03-24,106.26,1.5,0.117
2004-03-25,106.08,1.51,0.106
2004-03-26,105.93,1.59,0.112
2004-03-29,105.52,1.63,0.123
2004-03-30,105.65,1.63,0.123
2004-03-31,104.03,1.6,0.118
2004-04-01,103.66,1.65,0.119
2004-04-02,104.34,1.86,0.119
2004-04-05,105.27,1.91,0.13
2004-04-06,106.2,1.86,0.138
2004-04-07,105.1,1.87,0.131
2004-04-08,105.93,1.88,0.131
2004-04-13,106.83,2.01,0.129
2004-04-14,108.45,2.13,0.137
2004-04-15,108.61,2.1,0.128
2004-04-16,108.24,2.03,0.129
2004-04-19,108.58,2.07,0.125
2004-04-20,108.25,2.11,0.13
2004-04-21,109.2,2.22,0.136
2004-04-22,109.76,2.15,0.131
2004-04-23,109.16,2.29,0.127
2004-04-26,108.58,2.28,0.123
2004-04-27,109.7,2.21,0.124
2004-04-28,109.76,2.3,0.134
2004-04-30,110.32,2.31,0.135
2004-05-06,109.59,2.39,0.135
2004-05-07,111.94,2.64,0.131
2004-05-10,113.68,2.61,0.132
2004-05-11,113.76,2.61,0.132
2004-05-12,113.17,2.62,0.129
2004-05-13,114.3,2.67,0.118
2004-05-14,114.42,2.59,0.118
2004-05-17,114.1,2.51,0.114
2004-05-18,114.3,2.58,0.129
2004-05-19,112.69,2.61,0.13
2004-05-20,113.21,2.55,0.13
2004-05-21,112.01,2.6,0.13
2004-05-24,112.59,2.59,0.132
2004-05-25,112.2,2.58,0.132
2004-05-26,111.58,2.52,0.138
2004-05-27,110.8,2.46,0.133
2004-05-28,110.55,2.54,0.134
2004-06-01,109.91,2.6,0.136
2004-06-02,110.17,2.65,0.134
2004-06-03,111.14,2.63,0.124
2004-06-04,111.41,2.7,0.122
2004-06-07,109.79,2.67,0.125
2004-06-08,109.76,2.73,0.141
2004-06-09,109.28,2.79,0.195
2004-06-10,109.42,2.81,0.229
2004-06-14,110.96,2.97,0.251
2004-06-15,110.03,2.77,0.224
2004-06-16,109.98,2.84,0.228
2004-06-17,109.45,2.81,0.219
2004-06-18,108.81,2.81,0.209
2004-06-21,108.55,2.8,0.196
2004-06-22,109.01,2.8,0.196
2004-06-23,108.63,2.78,0.197
2004-06-24,107.05,2.74,0.197
2004-06-25,107.77,2.74,0.182
2004-06-28,107.87,2.86,0.194
2004-06-29,108.34,2.83,0.18
2004-06-30,109.1,2.7,0.161
2004-07-01,108.2,2.64,0.176
2004-07-02,108.51,2.54,0.157
2004-07-06,109.22,2.56,0.154
2004-07-07,108.45,2.56,0.154
2004-07-08,108.71,2.55,0.155
2004-07-09,108.22,2.55,0.152
2004-07-12,108.21,2.53,0.148
2004-07-13,109.11,2.58,0.148
2004-07-14,109.06,2.62,0.153
2004-07-15,109.53,2.64,0.164
2004-07-16,108.63,2.54,0.164
2004-07-20,108.36,2.67,0.165
2004-07-21,109.98,2.71,0.175
2004-07-22,109.52,2.69,0.176
2004-07-23,110.26,2.69,0.192
2004-07-26,110.02,2.75,0.193
2004-07-27,110.91,2.82,0.204
2004-07-28,111.72,2.78,0.22
2004-07-29,112.03,2.75,0.199
2004-07-30,111.49,2.68,0.205
2004-08-02,110.83,2.66,0.208
2004-08-03,110.65,2.66,0.209
2004-08-04,111.27,2.66,0.195
2004-08-05,111.54,2.64,0.193
2004-08-06,110.05,2.4,0.188
2004-08-09,110.54,2.45,0.18
2004-08-10,110.78,2.55,0.177
2004-08-11,111.14,2.54,0.186
2004-08-12,111.17,2.52,0.177
2004-08-13,110.74,2.47,0.162
2004-08-16,110.65,2.51,0.153
2004-08-17,110.03,2.44,0.159
2004-08-18,109.65,2.44,0.149
2004-08-19,109.34,2.43,0.15
2004-08-20,109.3,2.46,0.15
2004-08-23,109.44,2.5,0.156
2004-08-24,109.48,2.5,0.162
2004-08-25,110.17,2.51,0.173
2004-08-26,109.57,2.48,0.162
2004-08-27,109.58,2.48,0.157
2004-08-31,109.73,2.41,0.15
2004-09-01,109.48,2.41,0.144
2004-09-02,109.36,2.46,0.144
2004-09-03,110.24,2.61,0.144
2004-09-07,109.42,2.58,0.155
2004-09-08,109.29,2.5,0.156
2004-09-09,109.79,2.5,0.141
2004-09-10,109.31,2.5,0.136
2004-09-13,110.16,2.5,0.141
2004-09-14,109.58,2.47,0.142
2004-09-15,110.23,2.51,0.134
2004-09-16,109.67,2.44,0.138
2004-09-17,110.14,2.53,0.134
2004-09-21,110.07,2.49,0.135
2004-09-22,110.66,2.5,0.135
2004-09-24,110.78,2.62,0.135
2004-09-27,111.21,2.59,0.136
2004-09-28,111.45,2.55,0.127
2004-09-29,110.81,2.61,0.127
2004-09-30,110.22,2.63,0.127
2004-10-01,110.43,2.63,0.127
2004-10-04,111.18,2.65,0.133
2004-10-05,111.14,2.65,0.136
2004-10-06,111.27,2.7,0.131
2004-10-07,111.21,2.72,0.129
2004-10-08,109.74,2.61,0.127
2004-10-12,109.72,2.56,0.118
2004-10-13,109.84,2.53,0.123
2004-10-14,109.54,2.48,0.123
2004-10-15,109.1,2.53,0.123
2004-10-18,109.24,2.55,0.129
2004-10-19,108.5,2.57,0.129
2004-10-20,108.22,2.53,0.125
2004-10-21,107.49,2.57,0.121
2004-10-22,107.49,2.55,0.126
2004-10-25,106.65,2.54,0.117
2004-10-26,106.55,2.54,0.118
2004-10-27,106.33,2.63,0.118
2004-10-28,106.12,2.59,0.118
2004-10-29,106.2,2.56,0.118
2004-11-01,106.36,2.61,0.119
2004-11-02,106.21,2.6,0.124
2004-11-04,106.08,2.63,0.122
2004-11-05,105.69,2.8,0.12
2004-11-08,105.56,2.8,0.121
2004-11-09,105.74,2.8,0.119
2004-11-10,106.96,2.82,0.115
2004-11-12,105.66,2.86,0.107
2004-11-15,105.52,2.89,0.112
2004-11-16,105.37,2.91,0.108
2004-11-17,104.18,2.85,0.109
2004-11-18,104.21,2.86,0.104
2004-11-19,102.92,2.95,0.105
2004-11-22,103.21,2.95,0.101
2004-11-24,102.82,3.01,0.102
2004-11-26,102.75,3.03,0.101
2004-11-29,102.56,3.07,0.103
2004-11-30,102.79,3.02,0.103
2004-12-01,102.91,3.01,0.103
2004-12-02,103.19,3.04,0.104
2004-12-03,102.51,2.94,0.104
2004-12-06,102.6,2.93,0.105
2004-12-07,102.74,2.95,0.105
2004-12-08,104.69,2.91,0.101
2004-12-09,104.92,2.93,0.093
2004-12-10,105.54,2.95,0.091
2004-12-13,104.68,2.98,0.089
2004-12-14,105.51,2.99,0.089
2004-12-15,104.12,2.97,0.089
2004-12-16,104.3,3.01,0.089
2004-12-17,104.41,3.03,0.084
2004-12-20,103.93,3.06,0.085
2004-12-21,104.53,3.05,0.085
2004-12-22,104.11,3.04,0.086
2004-12-29,104.18,3.12,0.103
2004-12-30,103.01,3.1,0.103
2005-01-04,104.38,3.2,0.097
2005-01-05,103.85,3.22,0.097
2005-01-06,105.07,3.18,0.097
2005-01-07,104.85,3.2,0.095
2005-01-11,103.88,3.24,0.093
2005-01-12,102.38,3.22,0.088
2005-01-13,102.39,3.21,0.089
2005-01-14,102.54,3.24,0.089
2005-01-18,102.61,3.26,0.089
2005-01-19,102.5,3.26,0.095
2005-01-20,103.18,3.21,0.095
2005-01-21,103.25,3.16,0.095
2005-01-24,102.75,3.2,0.097
2005-01-25,104.09,3.23,0.097
2005-01-26,102.89,3.27,0.097
2005-01-27,103.25,3.28,0.091
2005-01-28,103.56,3.25,0.086
2005-01-31,103.44,3.29,0.087
2005-02-01,104.09,3.29,0.084
2005-02-02,103.86,3.32,0.084
2005-02-03,104.69,3.34,0.087
2005-02-04,103.69,3.29,0.087
2005-02-07,104.43,3.31,0.088
2005-02-08,105.83,3.33,0.091
2005-02-09,105.73,3.24,0.106
2005-02-10,105.58,3.29,0.112
2005-02-14,105.04,3.38,0.118
2005-02-15,104.68,3.37,0.118
2005-02-16,105.46,3.41,0.113
2005-02-17,105.48,3.38,0.114
2005-02-18,105.72,3.45,0.109
2005-02-22,104.2,3.46,0.111
2005-02-23,105.09,3.46,0.106
2005-02-24,105.41,3.52,0.106
2005-02-25,105.23,3.54,0.112
2005-02-28,104.29,3.59,0.123
2005-03-01,104.42,3.59,0.13
2005-03-02,104.86,3.57,0.13
2005-03-03,105.01,3.59,0.131
2005-03-04,104.46,3.57,0.129
2005-03-07,105.25,3.61,0.125
2005-03-08,104.51,3.62,0.123
2005-03-09,103.94,3.66,0.121
2005-03-10,104.16,3.68,0.121
2005-03-11,103.94,3.73,0.125
2005-03-14,104.85,3.75,0.127
2005-03-15,104.37,3.75,0.118
2005-03-16,104.11,3.72,0.119
2005-03-17,104.51,3.7,0.109
2005-03-18,104.88,3.72,0.109
2005-03-22,104.99,3.86,0.111
2005-03-23,105.77,3.84,0.111
2005-03-24,106.35,3.88,0.107
2005-03-29,107.51,3.87,0.104
2005-03-30,107.4,3.86,0.105
2005-03-31,106.98,3.8,0.097
2005-04-01,107.38,3.75,0.092
2005-04-04,108.33,3.74,0.087
2005-04-05,108.5,3.75,0.087
2005-04-06,108.69,3.7,0.088
2005-04-07,108.44,3.72,0.086
2005-04-08,108.62,3.77,0.086
2005-04-11,107.83,3.75,0.087
2005-04-12,108.26,3.71,0.087
2005-04-13,107.36,3.66,0.088
2005-04-14,108.24,3.6,0.084
2005-04-15,107.54,3.54,0.074
2005-04-18,107.51,3.55,0.07
2005-04-19,107.12,3.5,0.08
2005-04-20,106.91,3.52,0.075
2005-04-21,107.17,3.65,0.075
2005-04-22,105.89,3.62,0.081
2005-04-25,105.64,3.64,0.081
2005-04-26,106.06,3.67,0.076
2005-04-27,105.93,3.64,0.076
2005-04-28,106.0,3.59,0.076
2005-05-06,104.8,3.73,0.068
2005-05-09,105.63,3.76,0.076
2005-05-10,105.56,3.69,0.078
2005-05-11,105.7,3.68,0.077
2005-05-12,106.67,3.66,0.074
2005-05-13,107.11,3.61,0.075
2005-05-16,107.15,3.61,0.084
2005-05-17,107.23,3.61,0.095
2005-05-18,107.14,3.56,0.095
2005-05-19,107.59,3.64,0.095
2005-05-20,108.15,3.69,0.09
2005-05-23,107.65,3.65,0.096
2005-05-24,107.49,3.61,0.081
2005-05-25,107.74,3.61,0.076
2005-05-26,108.07,3.64,0.076
2005-05-27,108.02,3.64,0.076
2005-05-31,107.78,3.6,0.077
2005-06-01,108.26,3.5,0.074
2005-06-02,108.29,3.52,0.077
2005-06-03,107.55,3.57,0.079
2005-06-06,106.73,3.59,0.083
2005-06-07,106.72,3.57,0.078
2005-06-08,106.83,3.6,0.078
2005-06-09,107.69,3.64,0.078
2005-06-10,108.46,3.71,0.078
2005-06-13,109.57,3.71,0.079
2005-06-14,109.29,3.71,0.079
2005-06-15,109.34,3.72,0.078
2005-06-16,109.08,3.7,0.079
2005-06-17,108.99,3.72,0.084
2005-06-20,109.39,3.72,0.085
2005-06-21,108.4,3.71,0.085
2005-06-22,108.81,3.62,0.08
2005-06-23,108.89,3.63,0.075
2005-06-24,109.32,3.59,0.076
2005-06-27,109.36,3.6,0.076
2005-06-28,109.78,3.65,0.075
2005-06-29,110.3,3.65,0.07
2005-06-30,110.81,3.66,0.07
2005-07-01,111.67,3.76,0.07
2005-07-05,111.74,3.79,0.075
2005-07-06,111.82,3.77,0.078
2005-07-07,111.95,3.71,0.075
2005-07-08,112.12,3.78,0.073
2005-07-11,111.82,3.81,0.075
2005-07-12,110.93,3.82,0.075
2005-07-13,112.15,3.84,0.079
2005-07-14,112.06,3.86,0.075
2005-07-15,112.25,3.86,0.071
2005-07-19,112.97,3.88,0.075
2005-07-20,113.66,3.9,0.075
2005-07-21,110.57,3.96,0.075
2005-07-22,110.9,3.92,0.075
2005-07-25,111.64,3.95,0.076
2005-07-26,112.24,3.95,0.082
2005-07-27,112.35,3.99,0.097
2005-07-28,112.44,3.96,0.104
2005-07-29,112.1,4.02,0.104
2005-08-01,112.12,4.04,0.111
2005-08-02,111.31,4.06,0.126
2005-08-03,111.11,4.02,0.122
2005-08-04,111.31,4.04,0.125
2005-08-05,112.07,4.11,0.12
2005-08-08,111.77,4.16,0.124
2005-08-09,112.04,4.13,0.125
2005-08-10,110.51,4.13,0.142
2005-08-11,109.93,4.1,0.176
2005-08-12,109.48,4.05,0.153
2005-08-15,109.47,4.08,0.158
2005-08-16,109.27,4.03,0.158
2005-08-17,109.61,4.07,0.139
2005-08-18,110.53,4.01,0.135
2005-08-19,110.7,4.03,0.13
2005-08-22,109.8,4.03,0.146
2005-08-23,110.04,4.01,0.146
2005-08-24,110.32,3.99,0.142
2005-08-25,110.03,4.0,0.152
2005-08-26,109.65,4.06,0.158
2005-08-30,111.5,3.97,0.149
2005-08-31,111.14,3.84,0.129
2005-09-01,110.07,3.72,0.123
2005-09-02,109.7,3.75,0.105
2005-09-06,109.72,3.8,0.131
2005-09-07,110.11,3.87,0.131
2005-09-08,110.52,3.87,0.132
2005-09-09,109.56,3.88,0.142
2005-09-12,109.87,3.92,0.163
2005-09-13,110.8,3.88,0.163
2005-09-14,110.05,3.9,0.173
2005-09-15,110.41,3.9,0.169
2005-09-16,111.33,3.97,0.164
2005-09-20,111.45,4.0,0.165
2005-09-21,111.16,3.96,0.175
2005-09-22,111.54,3.95,0.166
2005-09-26,112.35,4.07,0.187
2005-09-27,113.28,4.08,0.191
2005-09-28,113.36,4.09,0.22
2005-09-29,113.1,4.13,0.22
2005-09-30,113.35,4.18,0.221
2005-10-03,114.29,4.21,0.223
2005-10-04,114.2,4.22,0.23
2005-10-05,113.89,4.21,0.221
2005-10-06,113.48,4.2,0.216
2005-10-07,113.82,4.18,0.217
2005-10-11,114.38,4.22,0.228
2005-10-12,114.35,4.24,0.229
2005-10-13,114.9,4.24,0.24
2005-10-14,114.13,4.27,0.26
2005-10-17,114.84,4.29,0.291
2005-10-18,115.82,4.27,0.282
2005-10-19,115.54,4.25,0.252
2005-10-20,115.48,4.27,0.267
2005-10-21,115.72,4.22,0.264
2005-10-24,115.3,4.25,0.261
2005-10-25,114.65,4.34,0.261
2005-10-26,115.8,4.38,0.273
2005-10-27,115.2,4.36,0.267
2005-10-28,115.63,4.4,0.262
2005-10-31,116.41,4.4,0.273
2005-11-01,116.67,4.42,0.284
2005-11-02,116.82,4.43,0.284
2005-11-04,118.25,4.47,0.323
2005-11-07,117.78,4.47,0.325
2005-11-08,117.27,4.43,0.321
2005-11-09,117.41,4.49,0.301
2005-11-10,117.97,4.44,0.298
2005-11-14,118.83,4.5,0.269
2005-11-15,119.16,4.47,0.255
2005-11-16,119.34,4.42,0.265
2005-11-17,118.68,4.37,0.256
2005-11-18,119.33,4.4,0.246
2005-11-21,118.69,4.39,0.248
2005-11-22,119.22,4.32,0.238
2005-11-25,119.67,4.33,0.229
2005-11-28,119.2,4.33,0.239
2005-11-29,119.56,4.4,0.241
2005-11-30,119.68,4.42,0.229
2005-12-01,120.47,4.45,0.232
2005-12-02,120.76,4.43,0.242
2005-12-05,120.99,4.47,0.259
2005-12-06,121.03,4.42,0.255
2005-12-07,120.83,4.42,0.251
2005-12-08,120.5,4.37,0.247
2005-12-09,120.57,4.43,0.251
2005-12-12,120.0,4.45,0.264
2005-12-13,120.05,4.43,0.264
2005-12-14,117.05,4.37,0.249
2005-12-15,116.59,4.37,0.24
2005-12-16,115.79,4.37,0.251
2005-12-19,116.04,4.38,0.253
2005-12-20,116.93,4.42,0.258
2005-12-21,117.44,4.43,0.27
2005-12-22,116.64,4.4,0.275
2005-12-28,117.38,4.37,0.282
2005-12-29,117.77,4.38,0.283
2005-12-30,118.04,4.41,0.281
2006-01-04,116.33,4.31,0.275
2006-01-05,115.87,4.32,0.269
2006-01-06,114.62,4.36,0.27
2006-01-10,114.53,4.41,0.262
2006-01-11,114.24,4.44,0.267
2006-01-12,114.14,4.39,0.262
2006-01-13,114.39,4.34,0.258
2006-01-17,115.85,4.33,0.251
2006-01-18,115.25,4.33,0.241
2006-01-19,115.05,4.37,0.252
2006-01-20,115.32,4.37,0.252
2006-01-23,114.63,4.35,0.243
2006-01-24,114.65,4.37,0.244
2006-01-25,115.77,4.46,0.249
2006-01-26,116.12,4.49,0.271
2006-01-27,116.98,4.51,0.296
2006-01-30,117.66,4.52,0.307
2006-01-31,117.08,4.54,0.302
2006-02-01,117.78,4.59,0.293
2006-02-02,118.43,4.59,0.303
2006-02-03,119.14,4.59,0.309
2006-02-06,118.81,4.62,0.296
2006-02-07,118.03,4.61,0.306
2006-02-08,118.59,4.64,0.32
2006-02-09,118.57,4.66,0.321
2006-02-10,117.65,4.69,0.361
2006-02-13,117.81,4.68,0.383
2006-02-14,117.47,4.69,0.394
2006-02-15,117.48,4.71,0.406
2006-02-16,117.85,4.69,0.401
2006-02-17,118.46,4.66,0.422
2006-02-21,118.96,4.71,0.41
2006-02-22,118.59,4.68,0.395
2006-02-23,117.13,4.72,0.406
2006-02-24,116.88,4.74,0.479
2006-02-27,116.02,4.74,0.482
2006-02-28,115.82,4.69,0.479
2006-03-01,115.97,4.71,0.485
2006-03-02,116.14,4.72,0.483
2006-03-03,116.54,4.76,0.492
2006-03-06,117.51,4.77,0.518
2006-03-07,117.78,4.77,0.509
2006-03-08,117.87,4.72,0.476
2006-03-09,117.61,4.72,0.471
2006-03-10,119.11,4.74,0.471
2006-03-13,119.16,4.74,0.515
2006-03-14,117.47,4.66,0.535
2006-03-15,117.54,4.69,0.56
2006-03-16,117.12,4.62,0.551
2006-03-17,116.14,4.65,0.547
2006-03-20,116.3,4.65,0.554
2006-03-22,116.87,4.74,0.581
2006-03-23,117.69,4.77,0.586
2006-03-24,117.72,4.72,0.588
2006-03-27,116.51,4.72,0.569
2006-03-28,116.78,4.81,0.576
2006-03-29,118.1,4.82,0.627
2006-03-30,117.22,4.84,0.666
2006-03-31,117.97,4.82,0.667
2006-04-03,117.98,4.86,0.688
2006-04-04,117.49,4.84,0.646
2006-04-05,117.65,4.81,0.625
2006-04-06,117.72,4.84,0.646
2006-04-07,118.03,4.89,0.667
2006-04-10,118.36,4.89,0.671
2006-04-11,118.61,4.88,0.667
2006-04-12,118.39,4.91,0.658
2006-04-13,118.42,4.96,0.664
2006-04-18,117.62,4.84,0.643
2006-04-19,117.82,4.86,0.628
2006-04-20,117.55,4.89,0.624
2006-04-21,116.94,4.9,0.625
2006-04-24,114.96,4.89,0.627
