Date,Yen,US_2yr,JP_2yr
2017-09-29,112.56,1.47,-0.12
2017-10-02,112.72,1.49,-0.11
2017-10-03,112.77,1.47,-0.115
2017-10-04,112.73,1.47,-0.135
2017-10-05,112.64,1.49,-0.14
2017-10-06,112.79,1.54,-0.14
2017-10-10,112.02,1.51,-0.145
2017-10-11,112.27,1.51,-0.144
2017-10-12,112.3,1.51,-0.144
2017-10-13,111.93,1.51,-0.144
2017-10-16,111.74,1.54,-0.145
2017-10-17,112.34,1.54,-0.14
2017-10-18,112.97,1.59,-0.13
2017-10-19,112.52,1.58,-0.141
2017-10-20,113.43,1.6,-0.136
2017-10-23,113.69,1.58,-0.137
2017-10-24,113.95,1.6,-0.137
2017-10-25,113.67,1.61,-0.137
2017-10-26,113.95,1.63,-0.147
2017-10-27,113.86,1.59,-0.149
2017-10-30,113.25,1.58,-0.155
2017-10-31,113.63,1.6,-0.16
2017-11-01,114.05,1.61,-0.16
2017-11-02,113.87,1.61,-0.163
2017-11-06,114.13,1.61,-0.183
2017-11-07,114.03,1.63,-0.193
2017-11-08,113.64,1.65,-0.207
2017-11-09,113.69,1.63,-0.198
2017-11-10,113.32,1.67,-0.179
2017-11-13,113.51,1.7,-0.174
2017-11-14,113.46,1.68,-0.184
2017-11-15,113.08,1.68,-0.189
2017-11-16,112.8,1.72,-0.19
2017-11-17,112.24,1.73,-0.195
2017-11-20,112.41,1.77,-0.196
2017-11-21,112.47,1.77,-0.196
2017-11-22,111.63,1.74,-0.197
2017-11-24,111.51,1.75,-0.188
2017-11-27,111.04,1.74,-0.179
2017-11-28,111.31,1.75,-0.175
2017-11-29,111.92,1.78,-0.174
2017-11-30,111.91,1.78,-0.16
2017-12-01,112.8,1.78,-0.16
2017-12-04,112.73,1.8,-0.148
2017-12-05,112.78,1.83,-0.138
2017-12-06,112.26,1.78,-0.143
2017-12-07,112.74,1.8,-0.143
2017-12-08,113.52,1.8,-0.153
2017-12-11,113.37,1.82,-0.154
2017-12-12,113.68,1.83,-0.154
2017-12-13,113.05,1.79,-0.159
2017-12-14,112.62,1.82,-0.159
2017-12-15,112.65,1.84,-0.155
2017-12-18,112.37,1.84,-0.15
2017-12-19,112.99,1.87,-0.151
2017-12-20,113.3,1.87,-0.146
2017-12-21,113.47,1.89,-0.146
2017-12-22,113.37,1.91,-0.147
2017-12-27,113.3,1.89,-0.143
2017-12-28,112.88,1.91,-0.138
2017-12-29,112.49,1.89,-0.14
2018-01-04,112.78,1.96,-0.138
2018-01-05,113.24,1.96,-0.138
2018-01-09,112.44,1.98,-0.139
2018-01-10,111.35,1.98,-0.129
2018-01-11,111.4,1.98,-0.134
2018-01-12,111.31,1.99,-0.134
2018-01-16,110.69,2.03,-0.14
2018-01-17,110.72,2.05,-0.13
2018-01-18,110.95,2.05,-0.13
2018-01-19,110.63,2.06,-0.136
2018-01-22,110.79,2.08,-0.136
2018-01-23,110.35,2.06,-0.142
2018-01-24,109.2,2.08,-0.137
2018-01-25,108.7,2.08,-0.132
2018-01-26,108.61,2.13,-0.132
2018-01-29,109.02,2.11,-0.128
2018-01-30,108.83,2.13,-0.13
2018-01-31,109.18,2.14,-0.137
2018-02-01,109.38,2.16,-0.128
2018-02-02,110.4,2.15,-0.131
2018-02-05,110.11,2.08,-0.137
2018-02-06,109.3,2.1,-0.142
2018-02-07,109.26,2.15,-0.144
2018-02-08,109.25,2.13,-0.148
2018-02-09,108.68,2.05,-0.149
2018-02-13,107.47,2.1,-0.154
2018-02-14,106.85,2.17,-0.154
2018-02-15,106.27,2.19,-0.159
2018-02-16,106.04,2.21,-0.16
2018-02-20,107.12,2.25,-0.151
2018-02-21,107.62,2.26,-0.151
2018-02-22,106.88,2.25,-0.151
2018-02-23,106.63,2.25,-0.153
2018-02-26,106.94,2.22,-0.154
2018-02-27,107.57,2.27,-0.162
2018-02-28,106.73,2.25,-0.16
2018-03-01,107.065,2.22,-0.16
2018-03-02,105.48,2.25,-0.155
2018-03-05,105.83,2.24,-0.173
2018-03-06,106.03,2.25,-0.166
2018-03-07,106.0,2.25,-0.162
2018-03-08,106.09,2.25,-0.157
2018-03-09,106.97,2.27,-0.157
2018-03-12,106.53,2.27,-0.153
2018-03-13,106.63,2.26,-0.154
2018-03-14,106.17,2.26,-0.149
2018-03-15,106.06,2.29,-0.145
2018-03-16,106.09,2.31,-0.15
2018-03-19,105.84,2.31,-0.151
2018-03-20,106.42,2.34,-0.156
2018-03-22,105.34,2.29,-0.157
2018-03-23,104.84,2.28,-0.157
2018-03-26,105.05,2.33,-0.158
2018-03-27,105.78,2.26,-0.153
2018-03-28,106.2,2.28,-0.154
2018-03-29,106.35,2.27,-0.14
2018-04-03,106.55,2.28,-0.141
2018-04-04,106.56,2.28,-0.136
2018-04-05,107.46,2.3,-0.133
2018-04-06,107.13,2.27,-0.143
2018-04-09,107.05,2.29,-0.147
2018-04-10,107.17,2.32,-0.154
2018-04-11,106.71,2.32,-0.158
2018-04-12,107.27,2.34,-0.158
2018-04-13,107.53,2.37,-0.159
2018-04-16,107.255,2.39,-0.155
2018-04-17,107.15,2.41,-0.155
2018-04-18,107.23,2.42,-0.15
2018-04-19,107.37,2.44,-0.141
2018-04-20,107.7,2.46,-0.131
2018-04-23,108.45,2.49,-0.132
2018-04-24,109.18,2.48,-0.136
2018-04-25,109.31,2.49,-0.135
2018-04-26,109.37,2.49,-0.131
2018-04-27,109.08,2.49,-0.137
2018-05-01,109.75,2.5,-0.142
2018-05-02,109.98,2.49,-0.138
2018-05-08,109.23,2.51,-0.132
2018-05-09,109.69,2.54,-0.133
2018-05-10,109.61,2.54,-0.138
2018-05-11,109.39,2.54,-0.138
2018-05-14,109.57,2.55,-0.139
2018-05-15,110.3,2.58,-0.135
2018-05-16,110.32,2.58,-0.14
2018-05-17,110.82,2.57,-0.14
2018-05-18,110.69,2.55,-0.135
2018-05-21,111.225,2.58,-0.136
2018-05-22,111.02,2.59,-0.141
2018-05-23,109.95,2.53,-0.141
2018-05-24,109.035,2.5,-0.142
2018-05-25,109.27,2.48,-0.143
2018-05-29,108.85,2.32,-0.144
2018-05-30,108.91,2.42,-0.148
2018-05-31,108.65,2.4,-0.144
2018-06-01,109.55,2.47,-0.145
2018-06-04,109.65,2.52,-0.135
2018-06-05,109.83,2.49,-0.131
2018-06-06,110.04,2.52,-0.131
2018-06-07,110.01,2.5,-0.131
2018-06-08,109.37,2.5,-0.127
2018-06-11,109.9,2.52,-0.133
2018-06-12,110.3,2.54,-0.133
2018-06-13,110.42,2.59,-0.133
2018-06-14,110.25,2.59,-0.138
2018-06-15,110.49,2.55,-0.138
2018-06-18,110.46,2.56,-0.14
2018-06-19,109.83,2.54,-0.135
2018-06-20,110.08,2.56,-0.135
2018-06-21,110.0,2.56,-0.136
2018-06-22,109.9,2.56,-0.136
2018-06-25,109.69,2.54,-0.137
2018-06-26,109.89,2.53,-0.137
2018-06-27,110.48,2.52,-0.133
2018-06-28,110.37,2.52,-0.128
2018-06-29,110.75,2.52,-0.129
2018-07-02,110.75,2.57,-0.135
2018-07-03,110.64,2.53,-0.13
2018-07-05,110.57,2.55,-0.131
2018-07-06,110.46,2.53,-0.132
2018-07-09,110.72,2.57,-0.132
2018-07-10,111.25,2.59,-0.127
2018-07-11,111.31,2.58,-0.133
2018-07-12,112.41,2.6,-0.133
2018-07-13,112.4,2.59,-0.133
2018-07-17,112.83,2.62,-0.135
2018-07-18,112.78,2.6,-0.13
2018-07-19,112.87,2.6,-0.13
2018-07-20,111.84,2.6,-0.127
2018-07-23,111.4,2.64,-0.107
2018-07-24,111.1,2.63,-0.123
2018-07-25,110.975,2.66,-0.126
2018-07-26,111.06,2.69,-0.119
2018-07-27,110.97,2.67,-0.118
2018-07-30,110.98,2.66,-0.119
2018-07-31,111.94,2.67,-0.119
2018-08-01,111.99,2.67,-0.09
2018-08-02,111.45,2.66,-0.105
2018-08-03,111.16,2.63,-0.11
2018-08-06,111.45,2.64,-0.111
2018-08-07,111.24,2.68,-0.112
2018-08-08,110.96,2.68,-0.107
2018-08-09,110.93,2.64,-0.112
2018-08-10,110.7,2.61,-0.117
2018-08-13,110.77,2.61,-0.118
2018-08-14,110.88,2.63,-0.118
2018-08-15,110.44,2.61,-0.118
2018-08-16,110.74,2.63,-0.124
2018-08-17,110.45,2.61,-0.129
2018-08-20,110.45,2.6,-0.127
2018-08-21,110.48,2.61,-0.127
2018-08-22,110.45,2.6,-0.12
2018-08-23,111.22,2.61,-0.123
2018-08-24,111.23,2.63,-0.116
2018-08-28,111.14,2.67,-0.116
2018-08-29,111.67,2.67,-0.117
2018-08-30,111.37,2.64,-0.114
2018-08-31,110.88,2.62,-0.119
2018-09-04,111.34,2.66,-0.116
2018-09-05,111.58,2.66,-0.116
2018-09-06,110.9,2.64,-0.116
2018-09-07,111.14,2.71,-0.112
2018-09-10,111.12,2.73,-0.112
2018-09-11,111.47,2.76,-0.112
2018-09-12,111.26,2.74,-0.112
2018-09-13,111.83,2.76,-0.113
2018-09-14,112.1,2.78,-0.113
2018-09-18,112.32,2.81,-0.114
2018-09-19,112.33,2.81,-0.109
2018-09-20,112.48,2.81,-0.104
2018-09-21,112.54,2.81,-0.104
2018-09-25,112.87,2.83,-0.105
2018-09-26,113.04,2.83,-0.11
2018-09-27,113.23,2.83,-0.118
2018-09-28,113.6,2.81,-0.114
2018-10-01,113.95,2.82,-0.115
2018-10-02,113.68,2.82,-0.115
2018-10-03,114.12,2.85,-0.115
2018-10-04,113.685,2.87,-0.11
2018-10-05,113.75,2.88,-0.121
2018-10-09,113.16,2.88,-0.116
2018-10-10,112.72,2.88,-0.117
2018-10-11,112.26,2.85,-0.117
2018-10-12,112.13,2.85,-0.117
2018-10-15,111.77,2.85,-0.118
2018-10-16,112.22,2.87,-0.118
2018-10-17,112.08,2.89,-0.12
2018-10-18,112.51,2.87,-0.12
2018-10-19,112.5,2.92,-0.119
2018-10-22,112.88,2.92,-0.114
2018-10-23,112.115,2.89,-0.114
2018-10-24,112.54,2.84,-0.115
2018-10-25,112.53,2.86,-0.119
2018-10-26,111.41,2.81,-0.124
2018-10-29,112.49,2.81,-0.124
2018-10-30,112.76,2.84,-0.125
2018-10-31,112.87,2.87,-0.125
2018-11-01,112.78,2.84,-0.125
2018-11-02,113.1,2.91,-0.13
2018-11-05,113.21,2.91,-0.131
2018-11-06,113.38,2.93,-0.131
2018-11-07,113.35,2.96,-0.126
2018-11-08,113.8,2.98,-0.132
2018-11-09,113.72,2.94,-0.137
2018-11-13,113.92,2.89,-0.137
2018-11-14,113.91,2.86,-0.143
2018-11-15,113.25,2.86,-0.138
2018-11-16,112.84,2.81,-0.144
2018-11-19,112.58,2.79,-0.145
2018-11-20,112.64,2.79,-0.142
2018-11-21,112.98,2.81,-0.142
2018-11-26,113.6,2.84,-0.142
2018-11-27,113.79,2.83,-0.142
2018-11-28,114.02,2.81,-0.132
2018-11-29,113.3,2.81,-0.139
2018-11-30,113.53,2.8,-0.135
2018-12-03,113.6,2.83,-0.13
2018-12-04,113.005,2.8,-0.13
2018-12-06,112.335,2.75,-0.151
2018-12-07,112.71,2.72,-0.141
2018-12-10,112.99,2.72,-0.147
2018-12-11,113.36,2.78,-0.142
2018-12-12,113.23,2.77,-0.142
2018-12-13,113.64,2.75,-0.147
2018-12-14,113.41,2.73,-0.153
2018-12-17,113.0,2.7,-0.157
2018-12-18,112.62,2.65,-0.157
2018-12-19,112.29,2.63,-0.151
2018-12-20,111.69,2.67,-0.146
2018-12-21,111.195,2.63,-0.143
2018-12-26,111.09,2.61,-0.124
2018-12-27,110.76,2.56,-0.124
2018-12-28,110.41,2.52,-0.139
2019-01-04,108.13,2.5,-0.176
2019-01-07,108.44,2.53,-0.166
2019-01-08,108.61,2.58,-0.147
2019-01-09,108.19,2.56,-0.147
2019-01-10,108.21,2.56,-0.148
2019-01-11,108.42,2.55,-0.153
2019-01-15,108.51,2.53,-0.153
2019-01-16,108.86,2.55,-0.164
2019-01-17,109.02,2.56,-0.169
2019-01-18,109.69,2.62,-0.17
2019-01-22,109.44,2.58,-0.167
2019-01-23,109.64,2.58,-0.168
2019-01-24,109.58,2.56,-0.162
2019-01-25,109.69,2.6,-0.168
2019-01-28,109.28,2.6,-0.164
2019-01-29,109.34,2.56,-0.159
2019-01-30,109.6,2.52,-0.159
2019-01-31,108.84,2.45,-0.169
2019-02-01,109.37,2.52,-0.179
2019-02-04,110.05,2.53,-0.171
2019-02-05,109.91,2.53,-0.166
2019-02-06,109.82,2.52,-0.161
2019-02-07,109.75,2.48,-0.156
2019-02-08,109.68,2.45,-0.166
2019-02-12,110.52,2.5,-0.163
2019-02-13,110.88,2.53,-0.168
2019-02-14,110.69,2.5,-0.168
2019-02-15,110.54,2.52,-0.169
2019-02-19,110.56,2.5,-0.183
2019-02-20,110.78,2.5,-0.182
2019-02-21,110.66,2.53,-0.182
2019-02-22,110.76,2.48,-0.178
2019-02-25,110.87,2.51,-0.174
2019-02-26,110.73,2.48,-0.169
2019-02-27,110.9,2.5,-0.164
2019-02-28,111.31,2.52,-0.154
2019-03-01,111.9,2.55,-0.15
2019-03-04,111.84,2.55,-0.146
2019-03-05,111.89,2.55,-0.141
2019-03-06,111.72,2.52,-0.146
2019-03-07,111.51,2.47,-0.147
2019-03-08,111.14,2.45,-0.147
2019-03-11,111.22,2.47,-0.147
2019-03-12,111.39,2.45,-0.153
2019-03-13,111.23,2.45,-0.158
2019-03-14,111.72,2.46,-0.163
2019-03-15,111.58,2.43,-0.165
2019-03-18,111.41,2.45,-0.161
2019-03-19,111.39,2.46,-0.161
2019-03-20,111.41,2.4,-0.162
2019-03-22,109.77,2.31,-0.178
2019-03-25,110.1,2.26,-0.182
2019-03-26,110.52,2.24,-0.169
2019-03-27,110.39,2.22,-0.17
2019-03-28,110.57,2.23,-0.178
2019-03-29,110.69,2.27,-0.183
2019-04-01,111.2,2.33,-0.174
2019-04-02,111.31,2.3,-0.16
2019-04-03,111.5,2.33,-0.16
2019-04-04,111.585,2.33,-0.156
2019-04-05,111.74,2.35,-0.156
2019-04-08,111.42,2.36,-0.157
2019-04-09,111.125,2.35,-0.163
2019-04-10,110.945,2.31,-0.168
2019-04-11,111.48,2.35,-0.168
2019-04-12,111.98,2.4,-0.169
2019-04-15,112.01,2.4,-0.165
2019-04-16,111.95,2.41,-0.155
2019-04-17,111.99,2.4,-0.15
2019-04-18,111.88,2.38,-0.156
2019-04-23,111.89,2.36,-0.148
2019-04-24,111.75,2.32,-0.152
2019-04-25,111.46,2.33,-0.147
2019-04-26,111.55,2.28,-0.153
2019-05-07,110.4,2.28,-0.156
2019-05-08,110.21,2.3,-0.156
2019-05-09,109.57,2.26,-0.158
2019-05-10,109.59,2.26,-0.158
2019-05-13,109.13,2.18,-0.159
2019-05-14,109.59,2.2,-0.159
2019-05-15,109.47,2.16,-0.16
2019-05-16,109.94,2.2,-0.166
2019-05-17,109.99,2.2,-0.164
2019-05-20,109.97,2.21,-0.154
2019-05-21,110.61,2.26,-0.154
2019-05-22,110.33,2.23,-0.152
2019-05-23,109.73,2.12,-0.153
2019-05-24,109.36,2.16,-0.155
2019-05-28,109.51,2.12,-0.162
2019-05-29,109.36,2.09,-0.173
2019-05-30,109.81,2.06,-0.169
2019-05-31,108.59,1.95,-0.179
2019-06-03,108.38,1.82,-0.18
2019-06-04,108.31,1.88,-0.186
2019-06-05,108.01,1.83,-0.221
2019-06-06,108.2,1.88,-0.207
2019-06-07,108.01,1.85,-0.197
2019-06-10,108.5,1.9,-0.199
2019-06-11,108.59,1.93,-0.194
2019-06-12,108.46,1.88,-0.195
2019-06-13,108.52,1.83,-0.2
2019-06-14,108.44,1.84,-0.206
2019-06-17,108.68,1.86,-0.196
2019-06-18,108.51,1.86,-0.203
2019-06-19,108.41,1.74,-0.214
2019-06-20,107.55,1.72,-0.235
2019-06-21,107.69,1.77,-0.239
2019-06-24,107.35,1.72,-0.232
2019-06-25,106.95,1.71,-0.228
2019-06-26,107.66,1.77,-0.217
2019-06-27,107.77,1.74,-0.213
2019-06-28,107.75,1.75,-0.222
2019-07-01,108.33,1.78,-0.224
2019-07-02,108.07,1.77,-0.22
2019-07-03,107.76,1.77,-0.225
2019-07-05,108.45,1.87,-0.211
2019-07-08,108.67,1.88,-0.202
2019-07-09,108.78,1.92,-0.197
2019-07-10,108.545,1.82,-0.188
2019-07-11,108.29,1.85,-0.194
2019-07-12,108.02,1.84,-0.184
2019-07-16,108.28,1.87,-0.191
2019-07-17,108.12,1.83,-0.186
2019-07-18,107.83,1.77,-0.197
2019-07-19,107.74,1.8,-0.203
2019-07-22,107.84,1.8,-0.204
2019-07-23,108.13,1.83,-0.205
2019-07-24,108.07,1.83,-0.206
2019-07-25,108.55,1.86,-0.207
2019-07-26,108.66,1.86,-0.212
2019-07-29,108.84,1.85,-0.213
2019-07-30,108.65,1.85,-0.213
2019-07-31,108.58,1.89,-0.209
2019-08-01,108.19,1.73,-0.189
2019-08-02,106.66,1.72,-0.205
2019-08-05,106.07,1.59,-0.216
2019-08-06,106.41,1.6,-0.221
2019-08-07,105.76,1.59,-0.237
2019-08-08,106.21,1.62,-0.243
2019-08-09,105.62,1.63,-0.273
2019-08-13,106.63,1.66,-0.291
2019-08-14,105.81,1.58,-0.277
2019-08-15,106.13,1.48,-0.282
2019-08-16,106.39,1.48,-0.279
2019-08-19,106.49,1.53,-0.285
2019-08-20,106.32,1.5,-0.295
2019-08-21,106.48,1.56,-0.305
2019-08-22,106.48,1.61,-0.313
2019-08-23,105.99,1.51,-0.301
2019-08-27,105.96,1.53,-0.303
2019-08-28,105.89,1.5,-0.304
2019-08-29,106.44,1.53,-0.317
2019-08-30,106.13,1.5,-0.307
2019-09-03,105.89,1.47,-0.295
2019-09-04,106.19,1.43,-0.305
2019-09-05,107.05,1.55,-0.296
2019-09-06,106.78,1.53,-0.302
2019-09-09,107.16,1.58,-0.319
2019-09-10,107.28,1.67,-0.294
2019-09-11,107.75,1.68,-0.279
2019-09-12,107.9,1.72,-0.285
2019-09-13,108.07,1.79,-0.251
2019-09-17,108.21,1.72,-0.248
2019-09-18,108.23,1.77,-0.269
2019-09-19,108.04,1.74,-0.305
2019-09-20,107.88,1.69,-0.31
2019-09-24,107.42,1.6,-0.324
2019-09-25,107.72,1.68,-0.346
2019-09-26,107.67,1.66,-0.331
2019-09-27,108.17,1.63,-0.321
2019-09-30,108.08,1.63,-0.323
2019-10-01,107.87,1.56,-0.294
2019-10-02,107.34,1.48,-0.309
2019-10-03,106.68,1.39,-0.325
2019-10-04,106.88,1.4,-0.335
2019-10-07,106.94,1.46,-0.338
2019-10-08,107.1,1.42,-0.323
2019-10-09,107.39,1.47,-0.324
2019-10-10,107.94,1.53,-0.315
2019-10-11,108.57,1.63,-0.295
2019-10-15,108.8,1.61,-0.281
2019-10-16,108.83,1.58,-0.267
2019-10-17,108.64,1.6,-0.254
2019-10-18,108.52,1.58,-0.244
2019-10-21,108.55,1.62,-0.245
2019-10-23,108.61,1.58,-0.252
2019-10-24,108.515,1.58,-0.256
2019-10-25,108.57,1.63,-0.243
2019-10-28,109.03,1.64,-0.219
2019-10-29,108.84,1.64,-0.208
2019-10-30,108.88,1.61,-0.218
2019-10-31,108.09,1.52,-0.239
2019-11-01,108.15,1.56,-0.274
2019-11-05,109.16,1.63,-0.241
2019-11-06,109.02,1.61,-0.192
2019-11-07,109.33,1.68,-0.192
2019-11-08,109.15,1.68,-0.177
2019-11-12,109.15,1.66,-0.174
2019-11-13,108.72,1.63,-0.195
2019-11-14,108.58,1.58,-0.205
2019-11-15,108.84,1.61,-0.2
2019-11-18,108.56,1.6,-0.206
2019-11-19,108.49,1.6,-0.208
2019-11-20,108.64,1.56,-0.214
2019-11-21,108.52,1.6,-0.199
2019-11-22,108.64,1.61,-0.191
2019-11-25,108.94,1.61,-0.191
2019-11-26,109.09,1.58,-0.194
2019-11-27,109.39,1.63,-0.2
2019-11-29,109.5,1.61,-0.179
2019-12-02,109.13,1.61,-0.17
2019-12-03,108.55,1.53,-0.156
2019-12-04,108.82,1.58,-0.156
2019-12-05,108.76,1.58,-0.152
2019-12-06,108.67,1.61,-0.132
2019-12-09,108.6,1.63,-0.117
2019-12-10,108.71,1.65,-0.118
2019-12-11,108.71,1.61,-0.108
2019-12-12,109.27,1.66,-0.129
2019-12-13,109.28,1.61,-0.13
2019-12-16,109.63,1.65,-0.137
2019-12-17,109.52,1.63,-0.125
2019-12-18,109.58,1.63,-0.127
2019-12-19,109.31,1.62,-0.113
2019-12-20,109.45,1.63,-0.103
2019-12-23,109.38,1.64,-0.098
2019-12-24,109.41,1.62,-0.097
2019-12-27,109.59,1.59,-0.124
2019-12-30,109.0,1.58,-0.134
2020-01-06,108.33,1.54,-0.136
2020-01-07,108.61,1.54,-0.121
2020-01-08,108.63,1.58,-0.127
2020-01-09,109.55,1.58,-0.132
2020-01-10,109.56,1.56,-0.137
2020-01-14,110.04,1.58,-0.129
2020-01-15,109.99,1.56,-0.124
2020-01-16,110.11,1.58,-0.128
2020-01-17,110.15,1.58,-0.135
2020-01-21,109.91,1.53,-0.126
2020-01-22,109.92,1.53,-0.121
2020-01-23,109.355,1.51,-0.132
2020-01-24,109.43,1.49,-0.133
2020-01-27,108.92,1.44,-0.144
2020-01-28,109.13,1.45,-0.136
2020-01-29,109.16,1.42,-0.134
2020-01-30,108.69,1.41,-0.149
2020-01-31,108.415,1.33,-0.159
2020-02-03,108.72,1.36,-0.165
2020-02-04,109.34,1.41,-0.15
2020-02-05,109.76,1.44,-0.141
2020-02-06,109.97,1.44,-0.131
2020-02-07,109.76,1.41,-0.147
2020-02-10,109.73,1.37,-0.158
2020-02-12,110.02,1.44,-0.153
2020-02-13,109.81,1.44,-0.154
2020-02-14,109.77,1.42,-0.144
2020-02-18,109.81,1.41,-0.151
2020-02-19,110.95,1.42,-0.156
2020-02-20,112.1,1.39,-0.153
2020-02-21,111.7,1.34,-0.165
2020-02-25,110.12,1.2,-0.201
2020-02-26,110.57,1.16,-0.201
2020-02-27,110.0,1.11,-0.21
2020-02-28,107.95,0.86,-0.258
2020-03-02,107.92,0.84,-0.264
2020-03-03,107.55,0.71,-0.25
2020-03-04,107.28,0.67,-0.28
2020-03-05,106.7,0.59,-0.251
2020-03-06,105.37,0.49,-0.287
2020-03-09,102.52,0.38,-0.314
2020-03-10,103.7,0.5,-0.248
2020-03-11,104.83,0.5,-0.234
2020-03-12,105.7,0.5,-0.225
2020-03-13,107.14,0.49,-0.205
2020-03-16,105.69,0.36,-0.195
2020-03-17,107.43,0.47,-0.191
2020-03-18,108.44,0.54,-0.165
2020-03-19,110.09,0.44,-0.165
2020-03-23,111.37,0.28,-0.21
2020-03-24,111.41,0.38,-0.23
2020-03-25,111.44,0.34,-0.241
2020-03-26,109.5,0.3,-0.241
2020-03-27,108.16,0.25,-0.177
2020-03-30,108.07,0.23,-0.174
2020-03-31,107.93,0.23,-0.13
2020-04-01,107.19,0.23,-0.14
2020-04-02,107.97,0.23,-0.135
2020-04-03,108.51,0.23,-0.14
2020-04-06,109.12,0.27,-0.131
2020-04-07,108.97,0.28,-0.132
2020-04-08,108.74,0.27,-0.132
2020-04-09,108.53,0.23,-0.147
2020-04-14,107.22,0.23,-0.17
2020-04-15,107.41,0.2,-0.16
2020-04-16,107.54,0.2,-0.16
2020-04-17,107.52,0.2,-0.146
2020-04-20,107.65,0.2,-0.135
