"receiptsn5","receiptslogn5","receiptsn100","receiptslogn100"
1287986.2,13.7980683595362,1099146.42,13.7440209823916
972978,13.4555035709996,1040969.42,13.6775041799486
811821.8,13.5427587060436,1155992.78,13.7499497533243
794641.2,13.5365537021624,1080343,13.6902272867411
808239,13.4093092496711,1023571.44,13.6584609387155
1235574,13.6219827495048,1032794.02,13.6811031733305
881584.8,13.404866773051,1069655.95,13.7185526937654
672464.4,13.3905594523697,1144535.99,13.7362512081682
1179352.8,13.6873870763272,1056157.79,13.6564349307821
899274.6,13.6799554587924,1107064.22,13.6907686173085
1020659,13.6933360111651,1106332.83,13.711254091189
877561,13.6335646813451,1131010.03,13.7200281981079
1407898.8,14.0269222318896,1008686.71,13.6752410256536
1322408.2,14.0151744327067,1151791.39,13.7347509993443
1194281.6,13.912161108822,1001318.07,13.6574488327353
907724,13.4455667958212,1037593.6,13.6763550156083
1226865.2,13.885894021509,1005444.32,13.6882759830047
1166093.8,13.9349455675998,1055902.67,13.6883340744353
739787.4,13.4838884987607,1177903.62,13.7389020306521
742257,13.3592927782851,1100331.49,13.6801497893635
982928.8,13.7318107287688,1053954.75,13.7022356597669
2632635.2,14.0844992331928,1063741.25,13.74276624337
1372283.4,14.0067953365874,1105611.37,13.6843872968657
1247222.2,13.8631483729547,1076521.93,13.7448605292343
1170137.6,13.9235246076599,1169826.33,13.7618977560185
1201456.2,13.9005464420949,1003739.13,13.6655143766303
2649731.8,14.1776603451312,1106291.6,13.6920864703152
1254827.8,13.7441257871004,1118730.85,13.7415511022529
880540.4,13.5422999647072,1085783.18,13.6798875639767
464322,12.9641592507988,1060061.66,13.6976609018209
906179.2,13.6244365116456,1138158.47,13.7259084084544
1230082.4,13.9199951907404,1190812.22,13.7953478441329
682839.8,13.3274507795815,1095981.45,13.6865596416939
2684704.2,14.3104041839783,1137257,13.7405526440173
1148812.2,13.8449165740754,1123052.28,13.6797944460632
1847952.6,14.2147392834677,1052518.48,13.6830974467855
908352.6,13.6419482263549,1138091.55,13.7524972559471
1034147.4,13.6950180174813,1150734.73,13.7407703296595
704275.2,13.389012887607,1017963.58,13.7031072998832
1589537.6,14.1841464087493,1037467.48,13.622547046078
972577.6,13.6314680294655,1090929.01,13.7081926174668
2365829.8,13.9882173934038,1108315.64,13.7530447918604
1069893.4,13.7399449849098,1000999.06,13.6675877962155
651712.2,13.3852707987017,1154271.06,13.7117072327736
916156.8,13.6493515508658,1114740.68,13.7040997461136
1566238.2,13.8998206608829,1034742.76,13.7035668870614
1352135.2,13.952254652698,1187627.35,13.773360747477
999990.8,13.6711414807311,1127330.35,13.7193082451795
1446110.2,14.0337249855667,1079134.07,13.6875207721943
940084.8,13.6659025632198,1092395.58,13.7502578397839
936339,13.6545059070436,1060842.57,13.723279701878
1193965.4,13.9374536117738,1046593.29,13.7024078017007
1073284,13.8541023132998,1151165,13.7721781741117
1121399,13.8284085142979,959368.85,13.6229021396811
867381.2,13.6029112381649,1031893.3,13.6858302607414
993172.4,13.6240322937964,1029301.45,13.6512294624537
1114238,13.8669421906456,1160977.14,13.7488906707091
1679435.2,13.9035221339511,1011327.6,13.6415386261857
958215.4,13.6399411490126,1126071.19,13.6831729907366
876377.6,13.6207449833201,1108334.76,13.7046699570713
1065243.2,13.6735049840503,1073294.79,13.6598776645074
584282,13.0871458752182,1196741.78,13.7936859111718
1276944.2,13.9452956547949,1154649.9,13.7461451745852
696466.2,13.4088435273651,1053797.66,13.6884936469993
1151523.6,13.8799738361489,1087659.77,13.6899105670455
1691401,14.2001041595029,1076251.73,13.6862975773398
945119.6,13.6407029325361,1074568.83,13.7296393821846
2609489.6,14.1802330524922,1037321.15,13.6911755400711
834489,13.6230169069944,1120184.38,13.6906205880739
895393.2,13.6382261316113,925529.19,13.5707936200528
2635181.8,14.0995376496167,1016551.88,13.675968616084
1292100.8,13.5583458894225,1015321.69,13.6879661262472
754589.6,13.3729050328493,1044074.07,13.682619460575
721347.8,13.4721213313207,1160005.9,13.7660486097848
1324580.2,14.0633781635494,1068289.88,13.7202176113594
984360.2,13.701165891194,1022886.75,13.6715677570449
1376764.8,14.1140477999763,1081424.1,13.7193611506765
725531,13.4436156298126,955644.74,13.6132518342176
998884.2,13.7774089625529,1114302.08,13.7382476679378
1035395.8,13.6973453084749,1033708.55,13.7124196964921
812026.4,13.4858525594329,1000598.81,13.6365923019386
1569380.2,14.1459406717754,1106781.78,13.7464077953118
1363623.2,14.0625625663959,1190289.7,13.7701409988181
1550658.4,14.0875626343147,1044557.03,13.7015581766976
1446595.2,14.0687849276627,1059161.07,13.72324249903
1209303.2,13.7749869318252,1105203.15,13.692523445966
1295714.2,14.0296434793566,1041859.84,13.6714712383164
1199294.4,13.9164879487336,1160287.04,13.7627890565624
936208.8,13.5904073569686,1098108.84,13.6960343354116
1230345.2,13.8153152405001,1079460.86,13.7313283507747
942950.6,13.7139830293108,1114369.44,13.7110015331192
1119221.6,13.8618670993812,1048016.29,13.6916783853748
682281,13.3621763355679,1115808.84,13.7121375184753
778859.4,13.5118334667159,1105260.42,13.6975967109606
1080865.6,13.7165343903967,1105011.72,13.7591074050115
1100919,13.8171712607003,1038050.65,13.6258439979494
1533468.4,14.0981574019544,1061856.05,13.6735921239252
841247.2,13.2747829658681,1061119.9,13.6369989023246
953384.8,13.6795570461535,1082103.47,13.700229219263
906395,13.5956291039944,1071598.82,13.6549097715181
1071063.6,13.8743040910101,1058709.39,13.7095331289705
1174615.8,13.9511677803569,1062396.31,13.7075849487363
529624.8,13.1044166267878,1021537.21,13.6503880614952
1029029.4,13.6370520977623,1069917.84,13.6781741797005
806062,13.5478786182526,1130181.49,13.7154055382858
826498.6,13.4703650949382,984906.71,13.6764909954323
867189.8,13.5885886537687,1169751.55,13.7626482277905
1062934.4,13.7374364721176,999551.9,13.6556506554868
1744743.6,14.2857533793192,1003102.35,13.6642273571111
2521121.2,14.0715614893665,1126089.49,13.6904882137981
972214.2,13.6279744661301,1077714.41,13.738839590358
1126989.4,13.7936135651257,1168087.71,13.7471131579132
1147291.8,13.7486800781163,1181414.99,13.7941379671888
1198270.6,13.9315392142955,1131720.73,13.7701196732687
853874.8,13.6014024111209,1060388.06,13.690166847113
679126.2,13.3530995446525,1032768.8,13.6479360106166
690740.4,13.3987860917936,1011089.02,13.6656300375556
1173083.4,13.8086167667052,1045790.49,13.6327392717875
895754,13.2637594064153,1049034.6,13.6907001050834
1337342.4,14.0808865924829,1114515.12,13.7326531632863
1135099.8,13.9295929829644,1161841.4,13.7456497427718
1415446,14.1304257836114,991562.08,13.6441003080238
522361,13.0285127866914,1009911.03,13.6546758240187
1180478.2,13.8762205277202,1114528.84,13.7136423040998
801916.4,13.5815762985731,1020186.51,13.6666877645501
1491309.6,13.8357297865488,1099920.09,13.7056196566671
936595.6,13.720298994358,1001697.94,13.646982473377
956933.8,13.6773215184063,1156980.99,13.7711277920834
1282803,13.8848490795616,1108438.69,13.7181781566637
1192959.4,13.8683748745774,1039986.37,13.6836248775839
1261322.2,13.9351776483148,1090447.74,13.7215235618341
690511.6,13.3473192244648,1149038.71,13.7815831846951
1097752,13.7807272528183,1101716.6,13.7409340512994
756335.4,13.4451698372846,1007268.83,13.6642137246143
892647,13.6519795606048,1040714.23,13.6358680781421
839805,13.5772085671276,1076053.03,13.7230332394655
848306,13.5721347018004,1134284.84,13.7452252034909
1425560.6,14.081005437205,1110080.33,13.6942154077537
803612.6,13.5494462985396,1125782.01,13.7423908632776
1342270.2,13.9640665085503,1173708.1,13.7485640401983
1031102.4,13.6309722300614,1103605.57,13.7509599819755
815790,13.5546629262808,1129838.3,13.6891007686727
1140816,13.7356531313844,1032691.49,13.6708776600987
1019969.6,13.7191989263552,1100784.17,13.7009927520406
1230390.8,13.3407188560488,1089216.7,13.6982215745205
2555432.4,14.1815847451974,1127018.31,13.7060529025956
1088716,13.8222620755017,1034045.44,13.6644445234025
759026.2,13.3344865635787,1110911.41,13.7356948575825
958711.2,13.5928697981972,1223604.01,13.7989754108788
1307706.8,14.0693090076443,1040746.53,13.6283905908439
1070393.8,13.7770196567266,1015523.04,13.6456207725335
811790.2,13.5201351382042,1143107.27,13.7280233025256
1024424.6,13.7678083144174,1012800.94,13.6361157335613
1458090,13.9785766250291,1090274.86,13.6911196133734
1261045,13.851443228394,1157873.49,13.7408251735008
968782.2,13.723917481678,1100569.62,13.711850974041
1191548.2,13.9407853645912,1091295.71,13.7420828404435
1472435,13.7623726988768,1011831.77,13.642193548439
1181282.4,13.9611687788545,972338.27,13.6237400438684
1848957.4,14.2448113530935,1086435.63,13.7156701215836
1069648.6,13.8609190482703,1059475.23,13.6625019323103
695782.4,13.2209170094417,1088795.29,13.732039310944
949278.6,13.5738042651846,1144167.04,13.7496925218732
1069663.6,13.7265571644935,1118944,13.7166934422662
1317599,14.0394390377283,1108938.97,13.7053031272833
733509.2,13.4589895609613,995958.85,13.6343086455642
1201692.4,13.8682174481079,1176905.96,13.7648855147439
879168.6,13.6206288317083,1110040.97,13.7276060771698
1459231.2,14.086543983447,1072471.61,13.7437515738203
929752.2,13.615747375213,1067993.8,13.6745360557748
949176.8,13.5772792672846,1136645.17,13.7499791463262
1045633,13.5391324295384,1067050.38,13.7444197035398
936162.2,13.6186421945994,1103539.08,13.6685910774518
948396.6,13.7367080156262,970918,13.6287365968985
1055610.4,13.7460911090782,1160297.64,13.7456687365313
852452.6,13.5656501052563,1085699.27,13.7254693163124
1248966.2,13.8424968801646,1143179.71,13.7265041497625
1017949.8,13.7732063487504,1108194.67,13.7777834477658
1317263.2,14.0476140388564,1120244.39,13.6973929202491
1099060.4,13.8585045052829,1058387.82,13.6753944843374
1235886.4,13.9847450602002,1109489.1,13.7707052583814
673174.2,13.1247676178168,1068105.96,13.6911110538044
824974,13.5544040847812,1079814.94,13.6895032656725
692176,13.4185341836518,1064570.36,13.6602062352921
1298934.6,13.9066147841717,1035040.52,13.6669266360832
1072642.4,13.8037116601864,1168448.04,13.7485875000868
835956.8,13.5987409427639,1096366.99,13.72061923076
734005,13.3908463796087,1199682.95,13.7849717226317
1369559.2,13.9439182506341,1110641.58,13.6984354563408
974197,13.646543449799,1100146.59,13.7314960201626
825309.8,13.6135460197519,1113084.25,13.7099357593509
1195618.8,13.9195524126006,1121392.14,13.7173683200395
1184612.4,13.8935541151599,1136465.24,13.7081215126897
1452529,14.1480743353315,1168170.71,13.7185939679845
1124970.4,13.7269866335389,1029615.41,13.6892612974853
975431.2,13.7718207113268,1104113.45,13.7632673972356
850085.2,13.5743631721902,1033315.52,13.6863033344494
739083,13.2944297193609,1009078.43,13.661227056654
1001883.8,13.6713473428993,1112717.15,13.7709074524336
797008.2,13.5840155727112,1158596.42,13.7408471335884
1091183.2,13.8417287858417,1073411.59,13.7523981591332
903077.4,13.4319203989661,1042155.05,13.698021611801
738723.6,13.4956099571275,1131651.43,13.7685337420613
863574.6,13.5807979197758,1104594.44,13.7003646118524
797526.6,13.4257307458118,1120629.89,13.7202940873286
1240009.2,13.8880329513902,1115409.4,13.7245100520463
711952.2,13.3042112380868,1172297.75,13.7362588349272
959250.6,13.648507231417,1025407.03,13.6984335086677
763497.4,13.4491407332364,1103406.58,13.7123342107978
1568996.8,14.1673280607593,1198425.98,13.7730609727433
1031547.6,13.8230080125952,1124349.93,13.7289780390739
1381739.8,13.9780400003383,1156122.7,13.7431662194086
997052,13.7572855131131,1103300.63,13.7200467092
1398897.4,14.1315241856017,1040768.84,13.6974842775789
800634,13.4272821828415,1070713.22,13.7023414000058
1417443,14.0536933097121,1151309.49,13.7579886989024
902867.4,13.6869827429151,1023885.32,13.6828989260568
857280.2,13.6236787372899,1102353.65,13.6770732958311
827632,13.5877203761664,1015421.72,13.6909449014639
1193763,13.5681973370147,1027717.57,13.6495101219149
1108404,13.8626119422583,993886.2,13.6146385518182
951561,13.7166279880321,1170752.6,13.7505140050355
965913.2,13.5553810752479,1039533.29,13.6804794814539
1018859.4,13.5476733019059,1107343.57,13.740409830723
914265.4,13.6494846265397,1167048.24,13.7370893211816
934472.6,13.7181170302081,1119035.44,13.7853509413266
749536.6,13.4751453952094,1020428.35,13.6720376201921
936411,13.5416986011976,1124086.1,13.7072455701702
815407,13.4086668283602,1174448.76,13.7666114425259
1036776,13.7532434639675,1146060.21,13.7368583718506
799497.2,13.4585539876662,1107623.35,13.7606441654107
893751.8,13.6526562828868,1155328.01,13.7370266522657
1087608.4,13.559903142688,1133872.76,13.7324487023062
1203583.8,13.9514073982375,1162683.81,13.7626836526704
744977,13.3567364633076,1106336.98,13.7460714345453
1070177,13.7894708710825,1116728.5,13.6950088920547
944079,13.6929340452817,1178386.66,13.7778088403986
685304.2,13.4238009394256,1069401.15,13.6477825079293
958901,13.6498786916101,1077415.09,13.696065230112
1413525.8,14.0158187078699,1147833.34,13.7394433231015
692664,13.2500354726363,973949.23,13.6335366018458
805495,13.5317663973949,1033811.78,13.6922945478316
1690465.8,13.9984163906736,1110900.57,13.702763542263
959621.8,13.6168353169907,1047099.4,13.691247084656
1362819.8,14.0235242781878,1014083.76,13.6848841915124
1133844,13.7494012431528,1079334.7,13.708858761718
683788.6,13.3762314369322,1151131.38,13.7411181459155
752136.2,13.3450398307246,1082219.33,13.6890028758204
871734.6,13.4239492029059,1035578.75,13.6896163427384
943206,13.4300862566092,1119715.09,13.7200700574695
1236916.2,13.9176883752913,1066521.82,13.714666491964
1347441,14.0449361796584,1178079.56,13.746716529571
643452.6,13.3303737424667,1141630.95,13.7474725971431
1100337.6,13.8357554223387,1085543.45,13.7033651050551
1165013.4,13.8668210556034,1023115.24,13.641569985254
671908,13.349419364341,1096187.43,13.6721166438891
990586,13.5481256203966,1121588.64,13.7125744928617
971485,13.5739577291545,1131605.62,13.7244789763572
667238,13.3169939385592,1216216.49,13.78817626041
1164700.8,13.8799038958721,1241285.46,13.7943632560597
626876,13.2782656374947,1086692.64,13.6811321623043
990642.2,13.7855664990268,1021705.57,13.696875817967
922836.4,13.6862245730605,1128568.97,13.785727632746
1096206.4,13.7956686194107,1139600.42,13.7267854121821
790761.2,13.4863284058552,1119988.69,13.7489236501386
953437.4,13.5870400501498,1116523.95,13.7173042402179
1088357.4,13.8569147786399,1025941.57,13.6971636522321
995347.8,13.7646178193078,1090636.1,13.6681747753619
1508383.2,13.9782230590957,1163138.62,13.750163709484
863594,13.5390462707354,1146063.32,13.7450310186608
1364320.6,13.9627423773719,1163354.25,13.7383638930114
1111109.6,13.8582920669442,1066197.44,13.7101460737164
1237714,14.0065731084362,1072529.41,13.6549876521319
977476.4,13.682826746915,1131841.08,13.7079135554018
1103104.2,13.8397220124887,1165605.01,13.7783951943376
2008783.4,14.3318567110014,1177836.51,13.7574867592684
1185103.6,13.8280879049091,1095516.77,13.6900407981283
1062873.6,13.7694390279315,1201530.88,13.8026919992662
1133734.2,13.7522488478137,1128381.94,13.7095425780045
1108521.6,13.7663469949294,1071739.45,13.7580537224768
787246,13.5303863129865,1190100.53,13.7903303098706
944911.4,13.6694901181759,998356.25,13.64497036476
951932.4,13.668736556031,1072845.7,13.7167649357958
1189341.4,13.9003166772928,1133286.43,13.710034187958
636449.4,13.3324299034524,1086667.48,13.715691695716
759021.6,13.5349509870484,1068303.73,13.6753264707849
747301.4,13.5046198107739,1074599.29,13.7198055208583
634353.6,13.2951680303086,1131148.61,13.7466694815644
775939.4,13.531683393375,1127918.94,13.7008362917681
1428724.2,14.0661263857853,1063327.56,13.7073859394401
2666338,14.3023580943503,1039747.54,13.7046333865153
746958.2,13.4332045048133,1014164.29,13.6548697166938
769979,13.3074388599971,1112512.09,13.7983331922783
1411066.4,13.8164866986555,1032682.61,13.6893639374788
1184554.6,13.8471150991199,1171112.49,13.7629023187689
890118.6,13.6384814288706,1056137.75,13.7100940537974
1126179.2,13.8871672151333,1102181.94,13.7133015025354
1144005,13.9161737844455,1180677.17,13.7613952170974
953774.2,13.7209635710634,1129595.22,13.7171710560591
1061767.8,13.7703715971662,1162888.19,13.726195822542
843427,13.4564405611313,1120918.15,13.7346565207055
792229,13.4810433884322,1163197.5,13.7513875009559
1590623.4,13.7512503753456,1101056.16,13.7110188134355
768690.8,13.3764664709508,1141829.3,13.7438319227568
3009970.4,14.5019030557588,1086383.24,13.7266797713717
1223251,13.9726744046209,996120.99,13.6506285689877
1143102.8,13.930063779438,1054860.73,13.696953843932
1153695.8,13.8351701149036,1130718.53,13.7430654308174
1446614.4,14.04245213456,1098684.01,13.7423060221091
1341935.8,13.8587773094077,1142205.79,13.7332419875723
1856168.4,14.2501662720753,1052344.38,13.7007631284725
1033710.6,13.4698905188752,1053620.65,13.7214869813172
974605.2,13.6482956754995,1092437.4,13.7305844602291
840808.2,13.3543768718888,1074733.51,13.7005478577313
1174792,13.7494262695217,985246.24,13.678466696334
547157,13.1772775947225,1098976.88,13.7024733000781
1064862.8,13.8219118267547,1025577.62,13.676854899359
649645,13.2739571486909,1061966.65,13.6773474054221
1196437.8,13.9360611843611,1000280.22,13.6312882867278
1311551.4,13.8752074720546,1062322.94,13.6968208137056
1290467.8,13.9977803404639,1080684.47,13.6774587930449
576901.6,13.2238886960963,1113733.04,13.6896935803357
1156035.6,13.8955974145607,1144644.95,13.7408165009134
990275,13.7326366190852,1160935.5,13.7423758388634
728065,13.4720123915418,1048433.67,13.6934470900488
1162511.2,13.8051047587324,1117930.49,13.704581900819
1173966.6,13.8365935912779,1110855.33,13.7113046630877
1235061.8,13.9395644058928,1168653.68,13.7616178712065
1453060.4,13.9583775120977,1104859.62,13.7402398383501
1038781.6,13.6680090237976,1008155.96,13.6543163251068
1318853,13.9030106352489,1049605.68,13.6552557916194
951694.6,13.6488932674316,1101436.55,13.7666898708969
2672343.8,14.3166026142805,1145524.82,13.7663113301476
966051,13.750185576461,1024003.25,13.6810163752914
1490359.4,14.1907816944652,1155215.31,13.7187459991456
1439529.8,13.8375269196444,1068710.73,13.7556155224861
1387071,14.1019983606617,964188.92,13.6354798060028
1176944.6,13.883562529143,1098599.22,13.6849068736341
730765.6,13.4211462615633,1113924.95,13.723597110848
695834,13.3950025374431,1019727.67,13.6820784279247
859215,13.5369340905516,1185371.72,13.7806655617518
655065,13.0639128810717,1028676.48,13.6806576798008
2125475,14.4147506941635,1064733.94,13.737931590147
1110256.2,13.80752749684,1038076.9,13.682817405116
990328.8,13.6269390661485,1019202.61,13.64520320625
819071,13.5360561973448,1046515.66,13.6495893633227
1205777,13.4422728294306,1079797.79,13.7534003941799
783733.6,13.4863707836551,1034344.92,13.680266312248
1067580.6,13.7108272420342,1158012.91,13.7840677821556
1169255.8,13.6637783474913,1206822.84,13.7798264907858
776143.8,13.5073552682125,1076832.43,13.7074730091885
988961,13.5993319159658,956469.3,13.6434476089558
1038453.6,13.8010973254508,1116154.83,13.7232744249528
874931.6,13.6625677801778,1125821.74,13.7370143827237
1984760,14.1538271986899,1149781.3,13.7458378997709
813961.2,13.5501763802304,1124600.47,13.6964334464222
915195.4,13.6678074097195,1107693.63,13.7077937677412
978090.2,13.7459432113918,1044229.05,13.680722354389
1259529,13.9678858952284,1163504.41,13.7343935737018
2251953.2,13.7086263946063,1054463.37,13.6888262195665
1270373.4,14.0467566966015,1092000.99,13.7274552340851
772138.8,13.4092351195894,1015039.43,13.6420539545627
1533357,14.0907341864301,1039277.78,13.705034099359
1349185.8,14.0544391202084,1192507.29,13.7642887922883
1013807.2,13.7988358110248,980349.91,13.6244262161449
1715633,14.2687046412215,1157434.47,13.7237861298647
1122079.6,13.6908571536782,1006324.24,13.6715093010737
1326546.8,14.0344114656075,1069993.7,13.6941087079532
962716.8,13.7366570752104,988012.82,13.6583892707111
458933,12.8152632952766,1097517.41,13.7048874685817
1136561.6,13.8958244935937,1112463.67,13.7572350587887
1038999,13.5190855257586,1056456.07,13.6884340965498
680921.4,13.3657938339218,1113828.69,13.7420635806661
914470.6,13.7124566594282,1032230.9,13.6783070816594
1025995,13.7034007075068,1158686.5,13.7661221432011
1159251.8,13.786273392157,1075014.8,13.6974144568309
922938.4,13.5689101317862,1143471.98,13.7396487789721
1015321.4,13.7795004633936,1217847.39,13.8131196446458
705734,13.3159041017065,1110966.32,13.6969699783772
905236.2,13.4801123953458,1032898.77,13.6521031273426
870504.2,13.4599030473823,1125396.22,13.7292753251666
715269.8,13.4276814589262,1087864.64,13.7240857272149
1269625,13.9840215418238,1076392.21,13.6665284784522
1625666.6,14.1902685149595,1162417.59,13.7570477911206
807772.4,13.5154830804946,1154602.97,13.7425816109119
1300155.6,13.8128047423757,987435.47,13.6222311740298
1219574,13.8900449081833,1083325.03,13.7314176112685
929961.4,13.615716519066,1109502.26,13.6829658349661
1168113.4,13.8764234703505,1047703.95,13.6587267980918
999305.2,13.748872095496,1059730.09,13.6559629961548
921312.4,13.568276483375,1112044.66,13.674748119723
1473022,13.7149567980917,1095264.61,13.6768825123971
1039413.4,13.6925250435732,1094829.93,13.7494756952761
733638.6,13.3819665446155,1136009.27,13.7234727371136
1030384.2,13.7878322514054,1129551.72,13.7708361929436
1369946.8,14.0844163072064,1112644.12,13.7113865901347
1047719.8,13.8351661534693,1060463.23,13.6936303838414
928085.2,13.678711418254,1080829.87,13.7290450899319
988218.8,13.7187480751064,1148849.01,13.7376813352511
