totexp,food,hhincomepc
1552.102051,596.2687378,5064
3772.704102,2945.454102,1247.341939
2527.077393,1767.327393,7086.118358
1538.753174,869.9197998,2320
2889.723633,2083.390381,2822.781763
9573.775391,5272.191895,2399.735428
1060.435547,515.0188599,6590.653605
1486.666626,865.916687,4710
713.666687,353.6666565,27550
2516.662598,1281.662598,3892.539807
2176.10376,1310.853882,6637.650244
3112.340088,2202.173584,4535.714286
2193.99292,1608.409668,3295.036784
2539.693848,1293.610474,4348.273949
2573.666748,1864.333374,1767.785436
2161.333252,1630.833374,3680
2702.25,2237.5,2659.917904
7028.373047,4917.456543,4160
6913,3630,2174.998013
941.25,743.583313,6941.5436
2015.550537,1135.383911,2900
2297.25,1939.583374,150
1535.833374,1171.666626,2166.461538
801.833313,545.833313,4838.333333
5580.675781,3529.592285,7421.548871
2094.75,1132,2304
2548.5,1996.5,3156.311227
2288,1726,1513.236963
2597.595215,1759.095215,3792.333333
1008.583313,749.416687,2317.729878
2044.25,1064.333374,1305
2294.666748,1238.833374,3585
4746.5,2865.666748,5127.272727
3397.833252,2170.333252,8228.571429
3782.5,2624.666748,6897.885007
1741.773438,692.7734985,6537.688155
1512.25,945.916687,4000
2494.5,1390.75,3568
1358.279785,694.1130981,6853.333333
2224.5,1341.333374,616.2589535
5105.416504,1562.5,11418
3801.633545,807.7169189,10908
1376.666626,687.5,4320
11175.08496,2906.334717,2720.235946
2813.333252,1237.833374,4514.285714
3497.5,2150.166748,7511.078649
1948.854126,1389.604126,2493.333333
7757.083496,1901.833374,3984
3696,1983.916626,3577.777778
2841.75,1444.833374,14472.5
1978.5,1031.333374,2010
3291.916748,1009,5348.571429
1156.833374,737,15573.79266
6557.75,1620.166626,7287.213771
4998.416504,3014.5,33985.71429
3884.666748,2359.666748,8162.5
5741.029785,4280.946289,7135.5
7772.294434,4834.044434,2907.006733
1887.333374,988.333313,5325
1466.666626,530.666687,9553.333333
1608.916626,765.416687,4373.805668
2543.916748,1529.083374,4760
1274.083374,811.583313,2832
3913,1255,4411.830713
2588.25,1271.416626,15702
2563.916748,1135.25,8914.285714
2588.416748,2019.583374,2440
12696,3258.416748,1890
7153.166504,1226,5727.142857
1725,770.333313,18557.16667
3020.5,1124,10700
2059.166748,1113.5,7656
6239.333496,1589.5,10192
1576.666626,1041,6056.414959
3787.714355,1164.714233,17928.36364
1467.416626,894.916687,4800
1561.75,876.25,9936
2706.166748,1793.166626,24125.57994
7404,1459.5,9715.6
1982,1010.5,13800
2311.5,1601,7660
4267.916504,3028.25,9802.5
2917.416748,1579.083374,2600
3470.166748,1018.333313,11615.69006
3539.333252,1372.166626,12928.57143
2616.333252,1511.666626,12240
1495.916626,765.083313,18200
32101.19141,6912.358398,43333.33333
28047,4217,36000
8011.583496,2067.666504,51600
8394.583008,2393.833252,24925
4443.166504,718.833313,15500
4513.166504,1927.666626,8736
4489.083496,1699.75,5104.245437
1492.75,728.833313,5992.505017
2103.083252,1080.583374,3885.829723
1222.5,610.25,1521.25
2497.583252,1120.166626,6120.5
8250,4579.416504,4280.026911
960.8770752,602.9603882,837.4617404
2469.320801,1790.737549,4055.915357
1880.916626,1399.916626,200
576.916687,206.0833282,4200
1645.166626,1101.833374,5037.288392
34824.91797,3365.333252,24498.75
6553.166504,2346.083252,19268.2
2507.208252,1731.875,8924
3639.615723,3259.615723,439.4444444
1461.75,1123.666626,2171.911837
1741.011963,700.166687,2200
6173.416504,3604.5,7270.473274
2723.75,1940.083374,943.75
1751.75,1066.083374,2198.204298
1914.166626,1315.166626,540.8362946
3292.75,1773.25,17215.77143
2545.583252,2000.666626,1780.612374
1655.611084,1289.777832,2717.154064
691.166687,539.083313,900
1403.75,688.333313,3302.16255
2570.861084,1275.861084,1235.774284
829.916687,579.5,6460
1777.607178,1432.583374,13846.49802
3361.75,1680.833374,15985.34073
1361.180542,981.597229,5753.75
2738.583252,1803.416626,3813.333333
2819.583252,1783.666626,38002.85714
3619.25,1359.166626,4350
4394.083496,1622.833374,1660.915357
3268.125,1646.791626,4177.793094
4541,2720.5,88351.12707
5839,1371.166626,10977.77778
2104.083252,1693.666626,4350
1701.333374,1108.25,3725.407288
6503.333496,3601,3660.448147
1346.416626,897.833313,2262.857143
1340.666626,966.166687,20238.52035
1566.166626,633.5,4108.472291
4057.75,3091.75,266.6666667
3205.333252,1982.666626,874.2857143
758.75,356.9166565,3000
2928.333252,2675.833252,702.0799498
2112.204834,929.5380859,150
1772.600586,1368.600586,4499.2
13294.85938,2793.442627,1177.615385
2998.517334,2564.350586,2726.396094
4755.935059,2472.268311,5230
4783.198242,1474.86499,5101.2
1402.852173,941.8521729,7225
2794.769531,1803.936279,2390
3528.238281,1774.905029,15625.25126
322,0,4128
2572.129883,1142.129883,4431.666667
3089.356201,1223.189453,2534.285714
1347.506836,550.0068359,3630
1830.839111,1058.839111,5100
3979.261963,1663.095337,3170
20436.67578,16026.50977,4718.582639
12868.94238,3869.776123,2052.380952
4362.992676,1742.742798,8512.363636
9022.036133,2110.535889,2591.19627
1124.788086,824.8713989,1600
1567.13208,830.6320801,8802.288392
4347.009277,3474.592773,2160.540642
19530.98242,1663.733276,10650
6756.257813,2039.924561,11890
4079.973633,1347.473511,2375
2830.391357,2023.474609,3000
4659.985352,1031.068481,112395.3333
1747.19458,969.8612671,1965.464571
1428.825684,788.4923096,6944.555556
2449.17041,1622.17041,2283.2
3789.312012,2591.97876,20558.57143
2048.044434,1328.544556,1974
1864.254761,999.4214478,3720
1925.949097,1280.949097,2912
1030.556763,607.5567627,2380
4271.601563,3351.268311,1307.792275
5174.928711,3410.012207,3803.428571
2812.911377,2023.911377,5700
10414.76563,4013.932129,14902.22222
5527.442383,1676.775513,4286.5
3201.525146,1423.941895,5765
859.5028687,629.9195557,6165.436568
4399.848633,3551.432129,3177.909414
4578.265625,3050.598633,3272.916667
2403.970459,1854.303711,1121.957457
2561.486328,1905.652954,2262.857143
6719.645996,2442.145996,1945.454545
2113.333252,1728.666626,5108.213962
2544.833252,2293,1522.375
1813.678589,1473.678589,834.1161879
1865.833374,1436.5,16406.60187
2128.354248,1906.6875,10738.84986
1214.083374,497.4166565,2800
809.5595093,513.7261963,5711.666667
2514.166748,985.5,3720.528512
1273.5,732.416687,3579.977281
2672,1782,5476.875898
1745.666626,1324.666626,6776.466634
2315.416748,1001.916687,1120
5490.333496,1350.333374,200
2375.25,1733.333374,1670.632758
2424.583252,1953.25,1862.098753
2407.416748,1735,7487.602915
2883.166748,2121.583252,2278.285983
9544.5,3098.833252,15820.36154
1620.833374,1157.5,4169.760579
2521.666748,1973.166626,2372.178174
1833.916626,886.75,3000
1530.416626,1023.333313,11473.33333
2100.714355,1324.214233,2198.319853
2592.25,1193.416626,25343.85937
1364,793.166687,12840
2565.833252,1363.5,2640
4964,1270.416626,6454.119105
5735.083496,3310.75,16260
4163.863281,2381.779785,2217.5
6411.166504,2243.666504,4999.031175
5050.731934,4049.56543,4298.912522
1598.666626,520.75,2018.952634
1032.833374,650,2329.576783
1417.166626,1164.666626,2475
3023.666748,1728.25,1183.972797
1416.916626,852.916687,2999.456382
6581.416504,2106.083252,1009.481868
2992.583252,1666.916626,6000.725076
542.8392944,73.5892868,2309.576783
4833,635.583313,9276.018742
2582.5,1501.5,4419.49214
4208.916504,2315.583252,120
974.333313,773.083313,95.55555556
528.9761963,248.9761963,600
1074,710.833313,1869.464571
5775.666504,3516.833252,3349.413512
7033.333496,2833.333252,4610.810572
1683.595337,1288.5,1971.2
2715.702637,1063.916626,4004.429984
1567.682739,840.5040894,4174.041111
1434.107178,752.75,862.7967218
4490.399414,2128.685059,4042.465777
1388.683594,423.9166565,679.3133849
6037.28418,1201.752075,2576.22792
1499.178589,938.666687,8454.070573
9299.71582,5598.922852,1097.616113
3809.148926,842.166687,2.1
2663.727295,1902.798828,1617.825342
2502.452637,1439.5,595.2131114
3303,1629.75,2166.380561
1449.812744,1008.300842,2911.232889
2996.011963,1427.583374,713.7377776
611.0952759,336.5833435,2262.632146
3388.807129,1294.166626,478.7365212
2846.25,1249.583374,9747.602395
1537.75,1095.083374,7100
914.2619629,487.6666565,1353.132765
1422.961914,726.583313,3159.843973
3598.583252,2566.916748,635.57506
1648.859375,969.2640991,756.0168257
1994.178589,1278.25,1536.979456
2324.511963,1245.916626,2761.313831
1381.583374,543.25,4200
2484.095215,956.333313,2500.768317
744.0239258,365.5,9674.620385
206.7619476,0,1338.915566
1525.916626,860.083313,3464.532282
892.7619629,466.8333435,1304.07787
2919.916748,1483.75,694.3563471
1593.973877,827,2909.089968
3058.166748,1668,1780
1417.37854,898.416687,7614.40878
2345.833252,1049.583252,10120
2705.978516,1206.20459,1887.475555
4662.640137,1625.390259,6300
2304.595215,702.416687,2814.041111
2007.583374,1285.333374,5244
2124.938477,1450.797852,826.6252042
3928.251953,1697.502075,683.3893091
3498.333252,2040.166626,9498.620632
1743.970215,804,2369.228979
1266.583374,882,240
3097.506104,1758.839478,2068.571429
2032.166626,1563.833374,406.7114473
6226.166504,3601.833252,9378
4122.5,2200.333496,4250
12140.75,5202.166504,92.30769231
4711.916504,3421.916748,9201.462883
3033.916748,2022.5,10228.76613
1313,791.5,3970.682119
1719.8125,975.729187,186.6993254
1613.083374,854.5,50600
6296.833496,2644.333496,6979.666667
5747.5,3794.583252,755.205282
4792.666504,3530.416748,6260
1425.083374,1137.833374,3261.281499
2670.916748,1556.166626,178.9576783
1213,859.166687,553.8310753
2440.75,2016.083252,5205.485078
4798.166504,2388.916748,1480.483005
4018.722168,2239.388916,7330.802226
4335.666504,2127,8861.121923
2273.39624,1086.14624,16292
2366.5,1873.166626,4630.915357
3028.75,1215.833374,3450
4390.416504,1122.25,8432.64
2250.083252,1685.833374,3448.571429
2214.333252,1332.5,26267
6092.5,3384.333252,1636.363636
3125.416748,2366.916748,6462.727273
1308.916626,1060.416626,6307.5
2528.666748,697.5,2403.571429
3834,1773.5,1750
2618.75,1292.083374,2936.964895
3720.833252,1790.916626,2939.928803
1272.6604,1125.993774,1048.660665
2698.544922,1828.878296,805.3084379
2171,1203.75,12299.0043
2374.583252,1922.083374,5305
3350.135742,2676.135742,8801.927913
788.0050049,381.0049744,2280
2331.916748,1843.666626,5857.699821
988.916687,576.833313,6500
1422.833374,1185.75,11363.04586
6548.583496,2781.916748,3909.090909
2071,1646.333374,837.6451352
2666.183594,2070.183594,1204.181473
3176.666748,1909,4031.411639
2056.125,1320.541626,1444.949387
6396.083496,1411.5,357.1428571
551.083313,363.6666565,1595.407932
1538.402832,954.236145,1720
5849.833496,2966.666748,1601.764706
6569.26416,2003.597412,8792.206547
5384.469238,2548.63623,4825.615084
3154.75,2549.416748,3862.095377
2297.304199,1922.887451,6691.880719
9320.347656,2339.0979,218.1818182
1239.75,815.083313,768
2294.025879,2264.025879,24131.20889
1486.185425,1003.185486,1830
1959.956177,1402.956177,1747.980155
1614.451294,1053.451294,1740
1055.263916,663.6806641,496
1883.124512,580.3745728,3348.62773
622.8292847,241.5792694,628.3333333
2524.02002,1975.52002,4800
886.4592285,429.959259,7823.880622
2009.397095,1379.647095,11535.68458
2354.79541,1564.128662,4520.393712
5906.523926,3893.69043,11162.04102
977.5,760,2798.752261
2954.049561,1694.549561,2394.444444
3132.196289,1656.197021,408.7195961
2279.95459,1532.597412,3997.945039
3394.661377,2564.970703,5686.222304
3340.231934,1713.981934,5672.31231
11617.22266,2937.293945,8636.660973
3350.284424,2245.450928,4172.796952
5422.797852,3175.964355,2299.838383
1512.18335,1076.338135,4144.692276
6790.599121,4854.682617,2755.403658
2572.5,1149.833374,4477.487432
1741.371338,765.9546509,6270
3251.083252,1998.083374,2449.636364
1966.592285,1031.092285,5951.428571
3932.385498,1860.71875,3020
4470.97998,3067.146729,1581.818182
910.0615845,612.7282104,150
2896.256348,1752.5896,3389.090909
2611.916748,1727.416626,1737.230769
4206.533203,2733.667969,13134.84044
1749.266846,1099.516846,4680
2485.05835,1826.974976,1023.888889
3181.205811,1859.205688,4891.428571
1474,956.666687,1380
972.4891357,548.4891357,3750
3920,3226.666748,100
1600.5,1048.083252,9803.333333
1591.056885,1272.223633,10890.66307
3163.02124,1434.437988,1779.463684
2919.25,2177,3751.666667
2834.574707,1583.824585,7927.111111
4406.487793,1405.987915,100
1153.083374,857.666687,18262.5
404.3333435,347.5,2362
771.416687,578.916687,3189
1756.75,748.75,1542.5
1647.60083,1132.10083,1765.938101
2006.053711,1499.970337,3071.875
1761,1221,18544
1914.809326,1441.1427,1242.857143
3814.0271,2255.693604,11928.71101
2373.940674,1706.440674,2740.811873
2111.436035,1164.935913,624
3999.75,1466.416626,1992.363636
2778.5,2121.833252,66.66666667
10903.91699,1530.5,13526.28062
2023.659668,1138.243042,1082
5280.083496,2352.333252,2679.1875
4656.416504,3111.166748,2061.641216
435.5,280.9166565,950
1433.416626,1136.583374,7144
2968.083252,2406.25,10960
1336.166626,959,3275
1226.583374,876.916687,530
3079.833252,2020.5,10487
2401.083252,1719,2201.875
4953.144043,3386.727295,4251.983043
1571.75,992.583313,3246
1131.666626,966.083313,1979.853929
1376.25,794.166687,1190.883258
3394.666748,1395.333374,326.6666667
2107.833252,1367.166626,212.7652211
37.83333206,0,1635.149267
5139.166504,1562.666626,6666.11737
1991.5,1276.083374,2429.726956
3225.666748,1315.416626,781.7065362
1749.666626,1423.833374,1232.529677
1288.083374,1137.666626,2737.346154
1336.5,1168.666626,234.3970376
1197.666626,921.5,1568.75
2197.75,1643.25,2936.594617
1470.900146,940.2335205,10
1730.229126,1170.895752,6706.666667
1136,873.25,589.375
3673.593994,2508.760742,4065.137939
7422.75,3822.416748,7217.142857
2106.5,1069.833374,1915
4862.5,2180.75,2248
1891.333374,996.833313,483.3333333
5593.302734,3671.635986,6678.19929
1471.166626,860.166687,5790
4674.583496,2930.083252,7640
3015,2210.666748,4800
1716.666626,1140,100
1667,1317,4329.021539
4487.75,1570.333374,3346.196316
1317.333374,1007.416687,416.6666667
792.583313,681.083313,36
2154.541748,883.791626,3800
1601.833374,1117.916626,4792
2449.583252,1337.75,2175.714286
1057.166626,822.166687,2825
8376.583008,4700.833496,3343.795279
1507.75,1181.916626,1133.389322
2693.083252,1747.5,1198.943748
2199.25,1465.25,1263.809452
3244.5,1883.666626,352.9391905
52009.83203,9044.833008,10709.93323
2879.5,2189.166748,770.5555556
1175.833374,1085,2933.182636
3414.666748,2221.75,941.3157895
4232.583496,2210.583252,877.0486067
870.333313,307,4743.085261
2748.416748,1996.5,933.4617983
1032.5,843.333313,1333.410091
1474.75,1067.083374,982.8554995
2122.25,1591.416626,2525.461057
5198.583496,2536.166748,8925.526897
10106.08301,4424.166504,12475.10399
364,169.0833282,1090.833333
1737.466675,876.1333618,1528.857138
4211.916504,2729.75,533.3333333
2142.833252,1527.833374,7480
3172.916748,2235.25,2520.263114
1076.25,808.25,11132.0897
3117.5,2108.5,3235.142038
349.2295227,233.0628662,30
1576.916626,1225.666626,975
2487.666748,1170.75,1472.366698
4783.166504,2979.083252,60
3530.833252,980.916687,531.022207
3962.298828,2282.798828,1810.727273
3907.333252,1359.166626,6322.857143
2940.804199,1938.916626,2756.359827
1875.928589,1042.5,5827.041111
10534.28027,3035.923096,612.3596274
2674.011963,1269.5,2866.041111
2990.261963,1722.083374,1557.234147
1581.261963,1213.666626,2396.856451
3528.690674,1204.75,838.1505107
7143.062988,2168.14624,11506.66667
2173.845215,1064.833374,2227.553002
3582.452637,2651.333252,3001.97463
878.583313,483.4166565,3266.666667
1560.5,1104.666626,2030.857143
1689.583374,685.583313,627.2727273
2049.166748,1566.166626,1367.256041
1411.75,905.5,40683.33333
1836.333374,1261.5,2276.013363
2818.25,1105.583374,3858.156064
1039.666626,726.916687,833.8888889
1006.333313,381.3333435,12600
2019,1409.5,1072.5
5008.25,530.666687,1762.339982
1495.323486,1156.823486,1973.120275
2474.666748,1365.416626,4070.492018
3433.72998,2962.063232,12300
1620.823486,1316.323486,30
8909.166992,977.5,1766.666667
2623.75,1008.75,85.71428571
2175,1498.333374,462.8571429
1648.416626,1206.083374,4235.71991
2097.916748,1814.583374,840.3333333
2124.833252,931.25,4760
2400.166748,1676,1137
9089.333008,1705,6734.787644
4041.916748,3123.166748,878.7155808
7759.833496,989.333313,2286.083333
2205.166748,1544,984
3106.333252,1327.5,2277.142857
1213.916626,735.916687,1127.142857
1658.833374,857.666687,157.1428571
1335.583374,901.25,1800
5613.560059,4020.393311,3979.992455
1850.833374,1206.5,217.6363636
2031.55896,1446.05896,1693.333333
3151.333252,2391.666748,2718.08
1659.857178,1055.666626,14326.54111
2212.202637,1092.583374,3160.465584
2781.357178,2024.833374,168.1922611
4579.664551,2592.5,779.424823
1243.023926,697.666687,895.6974458
1873.381104,1103,1800.483919
4069.202637,1600.583374,1049.313018
2144.143066,1117,1078.620401
4401.890625,2018.333374,800
2645.119141,1730,452.0548144
1313.595337,886,2500
2265.940674,1387.083374,339.0411108
3596.167236,705.666687,5442.964722
3546.189697,3009.33252,5181.369876
1320.276367,963.4431152,4248.766728
18465.12891,6326.072754,3067.267365
1926.534912,946.7849121,8963.187424
861.5205688,609.758606,2614.28532
1526.1698,912.7530518,2550
1845.448608,1012.198547,6540.571429
2820.348633,1186.181885,345.6551643
843.416687,634.666687,4507
1582.681885,818.9319458,563.7850273
1312.049316,897.8826904,632
2251.974609,1596.141235,525.4478214
4507.535645,3188.7854,1419.844335
3991.067627,1882.067627,4432.873462
4422.734375,1609.130737,1462.305665
2203.446533,1419.863281,600
1770.324097,882.7407837,7281
1530.549194,686.7991333,7784.666667
2576.30957,1640.642822,300
5078.83252,3469.249268,10686.5681
2620.372314,1830.455688,2271.691112
1827.49707,826.2979736,2290.885464
9786.181641,4879.681152,13335.58972
5148.325195,1819.173706,3843.562304
943.5562744,521.4729004,600
1979.5,1403.083374,900
1534.662842,636.3295288,4871.428571
3959.153076,1448.109497,6404.533283
2027.671753,1244.755005,956.6666667
922.7335205,507.3168335,27993.83916
6003.001953,1222.418823,4500
2149,1375.833374,5509.325144
718.0952759,385.0833435,1964.763712
2583.949219,1423.5,3584.360858
1519.239258,919.5853882,3694.402695
1543.070557,1006.416687,274.6202364
2847.387451,1635.209717,2803.817305
886.6768188,426.7609253,2728.202738
1041.543335,594.3647461,4617.839534
1310.504028,924.4087524,1556.046642
3505.250977,1952.977051,1270.247428
1467.249268,908.166687,1184.479301
1928.610352,1046.83728,1751.883099
836.7611694,326.3333435,16867.3204
3908.454346,2300.768311,4718.215743
1839.903931,941.25,2689.207888
3376.35083,2419.101563,3657.051454
2086.356445,1169,16237.81563
3238.408203,804.9794922,995.9664919
2400.111328,1031.920776,452.0548144
1845.714478,919.5,6991.164443
2281.849365,1516.837402,935.3595661
3129.011963,2247.416748,300.7810126
3337.916016,2242.380127,3933.962362
1899.785889,752.833313,2022.83111
1714.523682,1129.428345,19535.63172
4100.523926,1013,1962.604158
2593.428711,816.833313,193.7377776
1899.178589,907.333313,888.965142
7485.403809,2146.963379,3479.256656
4269.5,2889,1774.017737
1350.111328,768.5874023,3658.321523
2548.702637,1298.583374,2987.36442
1252.845337,591.916687,4642.054814
3621.927734,2631.083252,2208.660202
1575.087402,939.9920654,2637.911174
954.4914551,646.0628052,1026.226403
1473.395508,904.4669189,343.8432869
1737.607178,986.5,1150.349661
1882.130127,1062.260864,4237.959322
844.4914551,550.2294922,2137.922004
707.5873413,430.7420654,4949.279227
2056.648193,1642.38623,2681.931809
842.7786255,489.0286255,1851.35187
2791.511963,2314.75,991.2519835
1673.536377,1118.857666,1400.014048
1645.035889,957.25,877.7436329
2328.739258,1418.798584,1498.387965
1112.428589,719.166687,3152.5
1587.495605,937.833313,3356.271134
991.8452759,671.75,339.0411108
2905.261963,2134.083496,2769.918168
1986.924927,1221.75,2141.744901
2766.011963,1666.5,2765.166349
1583.178589,1095.583374,715.6506831
3030.042236,2231.768311,3865.564298
2601.857178,1600,2207.841957
2095.888428,877.78125,1704.263011
1840.678589,1486.416626,1932.029696
1731.928589,1254.416626,16215.866
3197.607178,1123.666626,3561.303244
5138.178711,2115.166748,5778.713504
1209.095337,784.833313,2594.983931
2642.452637,1499.416626,1340.761288
961.447937,516.614624,4982.276255
4224.34082,2711.912354,3192.023492
1149.690552,722.833313,3726.164443
1704.699463,884.854187,2192.610695
1348.369141,572.5,4913.881737
1170.928589,895.833313,4946.82075
2399.773926,1233.25,6132.846546
1100.001587,574.072937,4469.891086
6613.438477,3401,4744.931706
2010.845337,1398.666626,3489.041111
2085.282227,781.416687,4384.38135
3059.261963,1281.666626,8248.418166
1392.023926,811.583313,3027.475555
2766.119141,1752.416626,1228.938132
1259.178589,684.583313,4406.850731
1829.053589,1005.541687,1825.658036
1086.916626,734.75,36085
2727.351563,1200.684937,1212.155901
2987.75,1606.916626,13715
1412.083374,759.333313,2000
4061.085449,2056.418701,2771.466667
3703.666748,1810.083374,9891.626463
5420.5,1040.666626,2890
1518.011963,656.333313,284.3607405
1272.5,727.25,4980
1976.659302,1014.802063,2507.462752
3324.660889,1321.208374,1132.236632
2992.006104,1695.506104,2349.752928
1450,687.5,3419.829745
1090.761963,651.5,3013.194795
1209.751587,629.989563,1459.716944
2464.485352,1723.294678,1077.878243
1186.75,847.75,1266.599204
2838.807129,1340.807007,4600
1849.25,1137.583374,4060.666667
2986.659668,1408.826294,5189.39764
3812.911133,1750.077881,2836.8
4630.75,1617.166626,5288.888889
1407,878.333313,4000
1923.416626,535.916687,323.0769231
2381.135254,698.6353149,5200
3320.123047,1295.956299,3115.333333
4041.997559,1740.830933,4800
2994.712646,1170.655518,638.3153616
3712.416748,1199.5,100
3084.5,2208.666748,1892.445254
4522.583496,3255.083252,3055
4468.75,1570.25,4968.535188
4559.416504,2702.833252,5311.941206
1912.666626,1468.5,17079.08448
1662.5,905.833313,2380
4448.333496,1746.5,1864
3426.5,1640.666626,4835
3029,1104,2221.428571
1499,751.5,3322.778216
1415.583374,891.583313,2864.444444
2753,2020.5,2432.683983
2149.5,1267,3728.75
2974.833252,1492.833374,3873.6
1965,975,360
1761,1111,1240
1020.666687,526.333313,1200
1701.166626,969.333313,2760
3613.833252,1654.666626,4254.545455
2824.083252,1592.5,366.6666667
1635,829,5400
7748.833496,1158.166626,26660.25
2860.25,1341,16721.66667
8319.333008,1086.666626,900
7099.75,2921.416748,480
1676.083374,928.75,941.4285714
10154.5,1353.833374,3185.454545
1561.25,1060.833374,3483.333333
13168.33301,2400.666748,2127.272727
3367.333252,954.916687,800
7583.75,2184.166748,41322.22222
3030.416748,1139.666626,14073.33333
3888.5,2309.5,6071.428571
3282.690674,918.333313,2466.541111
4999.916504,1780,2305.623492
1876,1039.166626,12900
1899.166626,1175.666626,4740
2087.25,840.416687,4408.888889
2914.583252,851.5,2292.5
4728.833496,710,4800
3596,1376.416626,2936
1868.333374,731.666687,11600
4456.583496,1471.25,4464
2166,768.333313,4313.142857
3083.833252,1036.75,257.1428571
2410.833252,1093.833374,5096
3747.25,2019.916626,4043.478261
1707.666626,854.166687,2228.571429
3318.5,1048.333374,436.3636364
1930,523.333313,2544
3728.333252,1725,4987.692308
3629,2324,3831.428571
3809,1393.166626,3588
1321.333374,935,20
2465.833252,1480,6900
1652.333374,631.5,195
1160.75,1026.583374,85.71428571
1551.75,1152.583374,9960
1795,930.416687,163.6363636
2516.25,1465,1725.880119
2581.333252,1518,5102.169462
3214.583252,1326.083374,6797.866667
2388.166748,1171.5,300
3720.666748,2521.5,2911.097649
2504.833252,1619.833374,3600
4980.083496,1709.583374,4950
6287.75,2276.833252,4800
3011.083252,1374.75,30784.5
4693.75,2038.333374,7538.857143
2484.75,687,4400
4935.666504,2167.333252,23876.875
6814.5,2653.5,960
7035.833496,3008,3861.818182
4498.833496,2868.333252,6372.5
3317.666748,1851.5,4320
3300.666748,1669,52925
3003.333252,1181.166626,17900
4065.833252,2405,3578.571429
7866.666504,2148.333252,6820
4997.083496,1617.5,5022.857143
7411,3341.5,4074.782609
5824.333496,2390,8820
2910.833252,1720,266.6666667
9418,2409.833252,8703.333333
3225.5,1870,24716.66667
7864,2184.833252,4285.714286
6259,1961.5,1980
4636.353516,1526.5,10795.06183
4207.166504,2240,23000
4094,1760,1333.333333
4424.833496,1757.333374,900
4634.083496,2172.75,2657.142857
6243,2425,7224
4378.5,1370,4533.333333
4076.416748,1708.166626,1500
2919.833252,1590,666.6666667
1911.083374,766.083313,1298.625
1360.666626,775.666687,900
3045.833252,1691.5,3066.666667
3322.833252,1588,600
2961.833252,1538.416626,4427.565037
2330,1878,5130
1330.833374,655.166687,3540
5197.5,2818.333252,5788.235294
1719.916626,786.666687,5800
13062.91699,6542.75,5901.6
11413.41699,4076.666748,2572.718054
2897.083252,1590.416626,6722.5
1516.833374,759.833313,2000
3540,1398.833374,600
3798.083252,1688.833374,2037.333333
1639.583374,662.25,5100
2089.916748,941.666687,1827
1456.666626,1057.666626,4380
2657.75,1164.5,49774.13309
3291.083252,1682,8430
2296.5,1542,7632
2572.083252,1802.583374,5700
2291.916748,1397.166626,2190
1326.5,769.916687,4800
3806.666748,2511.666748,5520
4491.333496,1843.75,33550
5202.25,1784.416626,15600
1160.75,650.833313,9600
1459.75,908.166687,1280
1244.083374,715,8400
4231.416504,1909.833374,6240
3542.916748,1521.416626,5830
32475,2811.666748,3272.727273
14035.24512,3796.911377,9854.545455
4863.583496,1824.666626,61261.33333
5412.333496,1381,6058.5
4855.166504,2179.833252,2000
2658.75,1437,2700
2836.916748,1877.833374,2953.777778
2142.75,1083.666626,7682
9737.333008,992.416687,3946
6136.166504,1791.666626,11122.8
9151,1701.833374,4644.444444
6690.083496,2519.5,1309.090909
5427.666504,1992.5,4764
8536.333008,2459.75,5000
6559.083496,2157.083252,3945
5511.583496,2591,7694.296888
4042.25,1813.166626,11323.33333
4894.916504,2647.166748,3609.142857
5108.583496,1323.5,18000
1978.833374,922.166687,4000
4609.166504,1820.916626,6133.333333
1869.5,1162.666626,8122.666667
3236.583252,1245.833374,17522.66667
5352.333496,2302.833496,2972.727273
5360.75,2995.333252,6461.538462
7545.166504,2371.666504,3600
3422,2098.666504,20533.33333
4787.833496,2442.833496,5614.285714
3884.333252,1845.5,41314.5
3300.666748,1805,6342.857143
4773.416504,1833.666626,7901.6
6487.166504,3013.666748,6360
2739.725342,995.3919678,10715
2663.705811,1039.372559,1100
6557.808594,2839.225098,6994.545455
4021.154785,1301.488159,875
8005.626953,1635.904785,1750.270099
7721.086426,2562.669678,9314.285714
12494.42969,2431.762695,7258.181818
4132.509277,1827.509399,1750
3813.083252,1454.33313,1557.142857
628.1345825,0,42700
2133.687744,1140.687744,1200
2625.629883,1296.129883,3575
2926.571533,1279.654785,2850
1866.5,336,9000
2896.497803,1390.497803,4752
3945.136963,1707.217163,13896.46858
4998.416504,1616.583374,7120
2979.166748,1555.5,13800
2960.5,1438.166626,6960
3288.833252,1884.666626,7755.555556
9843.833008,3586.5,14115
12811.58301,2535.333252,10401.09091
11865.16699,2354.5,6025
11298.5,3957.666748,8296.875
3732.833252,1294.166626,9266.666667
3876,1675,12400
7254.583496,2354.5,4980
3025.916748,1458.416626,3185.4
7661.75,3567.333252,17387.5
4875.666504,1799.666626,5345.714286
3350.5,1768.916626,34800
3887.833252,1457.166626,6898.285714
3763.583252,2446,15612.5
5052.833496,3289.166748,7314.285714
6876.166504,3055.666748,7371.428571
6680.5,3672.5,5425.714286
5185.166504,2527,16320
2970.833252,1343.333374,1527.272727
5260,2622.5,6000
8978.5,3887.416748,2550
9357.5,2365.833252,40040
6875.666504,3058.333252,22910
5761.25,2496.25,9000
12813.83301,5853.666504,4508.888889
8178.583496,3632.75,4300
7763.333496,1616.666626,11066.66667
4458.333496,2264.166748,7800
15354.16699,4366.666504,36735.71429
