totexp,food,hhincomepc
10737.42383,4378.507324,83.33333333
36920.58203,24569.5,8083.333333
12779.89551,1426.145874,35828
11756.16699,3499.5,35720
25504.16602,0,89166.66667
28451.33398,1831.333374,19200
22764.5,1582.916626,36242.85714
14515.66699,2397.916748,29433.33333
15254.25,2064.833252,15392.85714
2233,853.833313,8050
3158.489502,1356.15625,63187.5
4715.25,2385.5,5542.545455
25176.33398,6494.416504,6828
11891.41699,4556.583008,9461.666667
8229.583008,2924.833252,10534
3930.666748,1933.75,8472.2
2138.583252,858.583313,42363.33333
5027.50293,1404.253174,12580
13865.91699,3448.333252,32900
25005.16602,2060.416748,30791.66667
2066.5,467.1666565,45600
2879.333252,1340.916626,8350
8312.25,2191.416504,27600
4802.833496,1899.333374,10257.14286
17900.25,4097.666504,23115.625
7186.083496,2662.5,9775.714286
6715.083496,2349.25,21710
10099.25,2352.083252,9740.272727
2269.491699,1413.241699,6400
1589.654419,835.737793,7200
4974.279785,1507.029663,2475
7821.452637,3511.035889,4298.222222
1337.956543,819.539856,4669.333333
6216.014648,2500.681152,4382.857143
6935.832031,2586.665283,6600
2561.456299,1361.289673,3800
3319.827637,1522.327515,5160
3452.916748,1494,3800
6114.624023,3360.207031,54266.66667
3678.667236,1526.417236,5657.142857
4074.624023,1099.290771,7320
3058.830811,1751.164063,4690
3547.28833,1892.03833,5100
3174.388184,1844.804932,1122.5
5477.581055,2579.997803,6160
2991.855713,1817.522461,1204
2322.25,1318.666626,2860
3162.666748,1414.166626,5901
2460.666748,1414,8662.5
1624.916626,785.333313,8442
4290.020508,2013.770386,5040
5502.000488,2054.5,23862.7764
10646.41797,4957.918457,4658.571429
3061.15918,2023.15918,1990
2210.699951,1243.866577,7705
3000.379395,1249.296021,10062.5
2618.721191,1754.971069,1275
1468.819458,787.402771,38400
2230.298584,1181.938721,17408.66403
3710.083252,2224.916748,3666.666667
1037.166626,656.5,36200
10404.33301,5132.166504,25550
6431.833496,1700.666626,8713.333333
10650.33887,3086.005371,21820.8
5978.25,1967.333374,17683.33333
4863.833496,2046.833374,11600
6823.416504,2741.416748,9750
5952.611328,1756.777832,20152
4069.666748,1767,3300
2685.333252,1545.333374,14670
13047.58301,2590.75,55128
5030.166504,2354.5,10900
6309.416504,1824.083374,15666.66667
7712.833496,2400,16342.85714
4861.166504,2266.666504,1400
2645.666748,1214.333374,13800
4586.666504,2021.333374,3000
5732.666504,2072.333252,10660
2521.219971,1125.386597,3228.571429
3769.25,1869,3182.857143
3752.75,1765.25,9000
3129.75,1305,7128.4
2873.5,1554,1350
2041.583374,1043.25,6000
5360.5,1959.666626,4000
2760.583252,1456.25,38796
10083.66699,1835.333374,109600
6073.25,2546.583252,342.8571429
6676.819336,3065.152832,18676
1974.126831,629.5,12000
15369.83301,4986.5,18266.66667
12388,2328.833252,26208
26423.25,3086.416748,5166.666667
8250,2090,3333.333333
10310.25,4515.25,21000
8683.333008,2282.5,26400
18062.5,5168.333496,26755.55556
4960.25,1752,4471.428571
5501.666504,2062.833252,14940
5963.333496,2136.666748,9575
3976.833252,1996.5,10500
14185.16699,2569.333252,40200
14235.41699,2708.833252,17376
29995.16602,2148.166748,11040
10211.16699,2984.666748,29045.71429
6073.083496,1576.083374,4773.333333
2677.586426,1236.666626,27505.87432
11889.83301,3450.666748,6278.461538
6988.25,2887.5,3414.285714
8307.833008,2389.166748,6000
10140,2885.666748,29266.66667
10158.5,2762.5,39600
8905.666992,2227.5,44000
16514.33398,6305.166504,149450
6820.083496,2474.916748,12300
7721.333496,1419.5,28496
9465.166992,2994.5,24857.14286
13216.66699,2539.166748,13200
14461.66699,2856.25,6000
10825,4191.666504,6736.363636
2971.625,1738.458374,7928
4308.666504,866.083313,5100
707.1573486,234.9907074,2980
6080.25,1874.083374,8955
7247.833496,1620.416626,16856
1387.338745,477.4220886,2124
4111.583496,2015.666626,1350
2308.166748,1078.75,11533.33333
330.25,0,1000
5226.833496,1386.75,933.3333333
5741.833496,1085.583374,9450
1291.166626,652.5,7366.666667
3533.833252,1118,5080
4064.166748,2470.333252,2700
3390.5,2045.166626,17809.09091
3378,1919.083374,2931.25
27494.41602,4615.416504,6666.666667
10521.49707,3686.246826,29914.90909
5451.333496,2733.416748,6135.605123
1075.083374,671.166687,2428.571429
9913.666992,1244.166626,9544
1471.333374,898.833313,1482
6570.333496,1154.583374,10440
3250.75,1813.666626,1537.5
5767.083496,1463.916626,720
4169.916504,2486.083252,7456
2520.75,1095.75,15636.66667
2365.333252,1245.166626,10761.8
19027.41602,3636.916748,10015.10345
4392,1933.5,5753
2181.75,1120,5390
2553.75,861.083313,600
2761.123779,1042.457153,8250.666667
6762.583496,1064.25,2681.25
4134.557129,1590.557251,3772.857143
3079.756348,1483.256348,3580
13434.51855,1066.935059,3713.230769
2395.124756,1172.958008,4411.428571
2921.744141,1139.077515,8592
3060.174805,1583.674683,23120
1946.108154,847.5249023,2968
5020.603027,1954.686523,8450.666667
10056.20703,923.4569702,29028
8295.634766,1851.384644,11057.14286
3034.296387,1513.212891,7125
1551.686768,881.7700806,5350
1654.361938,852.1953125,1950
2616.610596,1535.110596,3345
4507.84375,3496.427002,683.3333333
4440.117188,1933.533691,11176.66667
1346.991333,674.574646,960
2549.027344,1598.860596,1048.181818
2126.461426,720.7114258,1600
1644.552368,806.1356812,3600
3562.566406,1623.649658,2736
994.0213623,547.3546753,13325
3110.6521,1852.485352,2937.333333
5518.336914,1462.253418,17850
2771.489014,1195.072266,960
1980.417969,877.3345947,2575.555556
793.2562866,432.5896301,375
9635.599609,822.8499756,37800
7825.5,1666.333374,29074.28571
15819.41699,2524,27266.66667
4365.5,1232.833374,6464.222222
7537.666504,1995,5142.857143
7406.583496,1844.083374,40298.17143
8265.463867,1036.463379,19872
2135.666748,764.833313,5400
5072.666504,1681.5,10813.33333
1516.666626,0,31812.5
7558,2017.166626,9120
9723.210938,2612.044434,23460
11678.16699,1921.583374,11040
6433.25,1340.75,9840.370819
9159.833008,1851.833374,16312
1559.177124,1081.677124,6627.5
10189.5,1418,16487.3
2632.583252,546.583313,6975
45857.25,6831.083496,30000
3291.333252,1833,3150
5988.5,1948.5,61200
7508.083496,1101.083374,4336.571429
5755.255371,2160.338867,11280
5059.681641,1888.265137,6540
8906.794922,2335.961426,31540
8784.5,2186.333252,22500
87852.44531,5387.109375,12000
14754.08301,2688.083252,30239.7408
4284.583496,1453.416626,5319.428571
6301.666504,940.166687,15372.66667
1290.60498,511.9383545,2438
2898.166748,1693.5,9730
2918.833252,1517.666626,4114.285714
5057.833496,2515.666748,5200
5349.333496,2723.25,2781.818182
4465.083496,2171.166504,8203.857143
8052.236328,3825.402832,4918.75
4061.083252,2894.333252,6390
3619.416748,749.083313,74938.33333
2344.833252,1163.333374,3230
6602.166504,3292.666748,117774.2857
7154.916504,2013.333374,15514.28571
2750.083252,1631.333374,4400
2168.5,1223,5320
4357.333496,2074.833252,6788.571429
4361.166504,2649.333252,9925.714286
8861.5,4657.333496,7183.333333
1077,561.166687,7760
2663.758057,1177.341309,5768.888889
1402,575.166687,6466.666667
5977.333496,2518.5,7120
3610.083252,1190.666626,17194.66667
13613.33301,3130.666748,3100
1877.912231,1297.912231,2200
1615.5,915.166687,3668
955.666687,571.5,3600
2272.833252,1050.583374,4916.666667
2371.916748,987.333313,7894.666667
6381.5625,1609.479126,8500
7647.79541,2856.961914,8774.819038
2083.291748,937.708313,6363
2106.583252,1352.833374,5449.333333
5680.333496,1982,17216.66667
6580.333496,2166.166748,15200
8812.083008,2293.75,2057.142857
4212.916504,1073.166626,6300
4330.5,1454.5,8325
6366.833496,1303.5,34079
2873.666748,820.083313,26730
2806.166748,777.833313,8400
2696.416748,1274.166626,8400
51650.33203,2306.166748,17400
3379.083252,1017.666687,20350
3876.333252,1850.833374,4200
1904.416626,1052.583374,6288
2187.333252,992.333313,5670.555556
2468.583252,1134.5,4014
1826.583374,757.083313,5120
4453.25,1970.666626,5743.684211
12124.33301,1754.25,4861.538462
3396.392578,1370.059326,5934.285714
3633.5,1417.166626,18600
2348.416748,1232.666626,4184
3097.5,2244.833252,9456
4407.416504,1039.916626,9913.333333
2580.166748,1037.166626,12221.5
2558.609375,934.3592529,4460
4519,2142.25,3718.571429
2542.333252,1263.5,5015.272727
3302.166748,1367.333374,5736
3022.5,1175.333374,4800
2863.833252,1560.166626,10800
3189.75,1495.166626,8542.857143
1583.333374,871.666687,6285.714286
3592.25,1831.75,3825
1061.916626,642.25,109110
3005.333252,966.833313,7510
2756.833252,893.5,13323.33333
8454.916992,2579.25,18685.71429
10185.54395,2592.543457,26600
6813.166504,1957.166626,4000
4919.166504,1820.166626,9509.333333
3527.833252,1102,39000
1767.854858,951.4381714,4471.428571
7526.833496,1671,3600
2966.083252,1422,5272.5
4323,1402,1714.285714
2018.833374,1440.5,4771
4774.833496,1657.416626,3217.333333
6446.583496,1242.833374,12002.66667
5344.916504,1219.916626,3732
2858.166748,1536.833374,11900
8346.583008,1222.083252,15699.11176
3601.916748,2638.166748,7587.5
2153.916992,1261.416992,4023.333333
3409,1829.583374,4748.125
3008.25,1696.333374,8373.076923
1449.166626,637.666687,1457.5
3116.583252,1507.833374,3330
1589.25,955.083313,469.0909091
3176.916748,1523.083374,6141.818182
3096.083252,1491.916626,3166.666667
3420,1961.666626,3627.272727
2552.166748,1131.75,4463.333333
2537.833252,1414.416626,5033.75
1722.75,553.666687,5914.285714
3962.842285,1902.842285,6586.285714
6426.646484,3724.931885,4768.058156
4733.62207,2152.955566,1636.363636
200256.1875,180892.6094,15320
9134.345703,2147.845459,4285.714286
4914.519531,2425.103027,5013.333333
2294.07959,1175.37146,7857.880624
2827.594238,1750.094238,6360
9067.365234,4205.865234,5196.923077
2193.333984,1313.750732,6800
3216.145264,1921.978516,4084.534752
3540.11499,2042.698364,1739
1530.829712,719.2463379,2700
9968.214844,5383.297852,20581.68054
3831.579834,2534.496582,5250
5887.45459,2821.121582,1800
2077.907227,1019.240479,4560
3649.501221,2045.417847,3353.333333
2722.198975,1242.448975,8000
5895.744629,3082.244385,4320
7912.469727,3281.636475,7920
10434.63184,4764.215332,5808
4486.595215,1930.428589,4875
5196.192383,2878.859131,19675
4531.158691,2489.075439,3691.538462
5747.549805,3594.216309,5828.571429
1378.410889,766.4108887,5032
6788.806152,3892.7229,7374.679427
1339.393188,338.809845,27330
3434.046631,2332.629883,4883.333333
3843.990234,1033.156982,12648
6985.970703,3680.137451,4873.846154
3696.273926,2345,2692.032646
4553.079102,2393.75,830.8958763
3085.770264,1687.166626,4647.530914
2678.357178,1864.833374,528.6838759
4939.583496,3021.333252,4018.201897
6486.187012,2537.75,718.024731
9240.698242,3490.166748,67559.82157
4036.708252,2071.666504,3223.940312
1703.428589,1276.5,5727.52398
2445.690674,1643.166626,7424.826507
5551.306641,3197.166748,17111.22987
10896.3418,3359.25,5482.289874
2264.523926,1522.5,5148.954364
5584.976563,2856.166748,2018.386345
2933.25,1431.5,7536
3265.303467,1836.5,5038.240991
6014.285645,4804,1950.776885
6387.643066,4446.333496,3313.224666
4715.035645,3645.583252,4326.527132
4018.071777,2470,3624.889445
5382.785645,4243.166504,3771.061666
3619.357178,2741.833252,5366.800322
5505.357422,4490.916504,2903.608071
4122.119141,2881.833252,9632.641904
2991.428711,2167.166748,2565.166349
1504.523926,962.333313,4091.164443
3456.690674,2239.583252,2154.923555
6004.19043,5024.333496,7397.680608
8975.949219,5375.833496,1818.286012
3878.261963,3134.666748,1831.276835
2866.523926,2243,2174.28584
838.8155518,451.125,16372.32889
4521.982422,3225,12212.77028
2649.843994,1156.736694,3828.082222
3715.815186,2373.306885,566.9606109
3898.023926,2103.428711,3919.520555
4195.64502,1833.172485,6276.436164
9205.553711,3804.283447,2491.349759
2422.881348,840.8574829,677.9141458
2700.133301,1404.656982,10185.01421
7473.812012,2752.038086,2941.725302
4969.424316,2245.186035,6147.123332
2395.453613,1472.001221,918.0822216
1753.378418,863.0211792,1402.420807
3202.173096,1764.365845,547.1274528
2800.702148,1494.886475,5610.641897
1887.134277,1183.830688,2155.542257
3194.181885,2324.157959,834.6340909
3341.785889,2043.333374,4168.984703
5000.797852,3534.166748,6106.379682
3173.690674,2305,5443.232889
6131.398926,2585,4503.240784
4966.25,2905,4584.620169
4539.424316,2556.666748,6773.205082
2914.857178,1879.833374,3473.189841
3601.833252,2239.166748,3720
4299.69043,2306.166748,2168.036543
3591.853516,2172,10447.53091
5054.210938,2726.333252,7534.636077
1598,950.5,5400
5298.119141,2904.333252,2110.536456
5735.101563,3028.833252,5384.362059
5366.58252,1751.833374,5884.704776
1072.916748,632.7261963,18312.32889
6369.188965,1828.355591,4806.512858
2492.25,1661.833374,2847.5
2653.25,1426.25,4218.87266
8926,3274.833252,5704.914444
1115.166626,652.666687,18079.25661
2173.612061,1216.111938,150
3011,2490.5,3159.823412
3794.5,2927,4924.128357
2120.583252,1468.5,1651.963089
4411.916504,3388.5,5076.412251
3863.833252,3137.5,2673.846154
3695.5,1770.166626,1300
2917.416748,2027.833374,3351.823137
2831.083252,2233.666748,1229.1416
2887.083252,2510.416748,703.8970912
2536.583252,1215.333374,6863.630708
3483.333252,1946.666626,95445
2027.166626,1168.666626,9820
2677.416748,1207.916626,3771.428571
1921.75,1166.5,1971.428571
3292.833252,1947,18749.66667
2966.833252,1843.666626,5237.5
3953.5,2920.166748,6139.694364
2590.25,1058.833374,19824
3018.333252,2077,342.8571429
13278.85156,3555.916748,12180
2987.25,1232.583374,7285.714286
4671.25,2317.75,4800
2156.333252,749.333313,6580
2510.833252,1583.5,2200
9400.557617,2479.833252,4615.946229
12943.66699,3172.666748,9182.75
856.6072388,535.583313,5712.328886
2357.940674,1728.666626,4104.109629
2007,1172.833374,4542.857143
39462.04688,3660,5074.776295
1330.428589,964,7506.164443
3522.023193,2582.166748,10686.16105
4567.047852,2625.5,4625.408111
3980.107178,2764.916748,3818.904127
3519.107178,2603.166748,2195.48325
6840.44043,2666.666748,3322.586103
4843.535645,2377.5,4762.082222
3843.523926,3036.666748,5045.793894
4342.857422,3224.333252,4140.032974
2650.607178,1805,837.9645621
5140.357422,2500.083252,2895.232889
3917.535889,2817.25,1786.616052
5268.487305,1785.833374,4359.6087
3210.999268,1685.583374,8009.809546
2093.539063,1282.515137,1261.761269
5240.195313,3835.416748,352.1667652
5483.189941,4203.083496,3924.445028
4212.449219,2921.333252,8288.009912
4394.226563,2827.083252,16987.84541
7569.077637,3156.833252,13001.84229
4781.30957,3514.166748,5133.036063
1299.928589,968.166687,2278.082222
3067.523926,2318.666748,3546.705615
3511.134277,2240.015137,6981.698666
1592.428589,1297.333374,13309.81717
2183.344482,1496.333374,1078.213603
4594.023926,3439.166748,3563.512045
5494.035156,3807.5,3184.284118
4838.841797,1073.651245,2757.369876
1007.5,719.5,8200
3757.75,1675.083374,266.6666667
2312.822998,1681.96582,3840.620332
4238.250488,272.4920654,11456.97961
3196.500244,1284.47998,4635.012366
1901.63623,915.2669678,3711.415555
2310.864502,1060.590576,1928.618412
6410.890625,2818.557373,3195.261946
12149.93262,4294.450195,866.2644831
3880.433594,1758.766968,5655.746036
1265.046265,695.7842407,271.2328886
3972.147705,2467.352539,2019.305923
1220,994.166687,2600
1549.011963,976.083313,678.0822216
3418.607666,1156.107666,1757.142857
1553.833374,898.333313,2136.666667
3314.243652,2380.910156,400
3473.604248,2435.9375,2622.857143
2493.666748,1496,1800
2167.416748,1527.416626,1212.565757
1012.666687,845.166687,2770
3632.030518,1121.613892,150
2286.666748,1444.166626,2816.078294
1738.68103,1174.18103,5050
2055.583252,1663.083374,1950
2530.823975,878.8001709,19921.36988
3177.5,1546.083374,171.4285714
1784.721313,1060.530762,4206.465777
1924.221924,808.6766357,4643.978204
2295.023926,1320.25,1153.086758
4135.020508,1130,4598.353943
6818.714355,2277.916748,33.33333333
1142.952515,599.333313,1356.164443
2814.357178,2109.333252,1805
5691.136719,3833.916748,100
3043.535889,1763.083374,6125
1358.690552,658.5,2478.082222
2304.761963,1101.75,12000
3106.119141,2353.333252,5447.745779
4820.05957,3501.833252,13.63636364
1865.494507,1387.470581,66.66666667
3068.369141,2364,1674.888687
4349.033691,2499,1156.4
2017.095337,780.666687,1028.571429
3182.464355,1823,2560.591743
2536.833252,1066.25,480
5390.17041,2493.756104,63975.03684
1180.666626,666,171.4285714
1781.25,1083,3000
1462.37854,824.25,494.7455453
3977.361084,2411.720703,1322.192036
2104.982666,1546.387329,515.6429849
3913.333252,1543.833374,705.7725505
5803.761719,2071.166748,339.0411108
2193.523926,1656,854.9405959
3105.333252,1660.333374,4626
2056.833252,924.333313,1875
10694.94629,2000.508179,3393.401573
4683.095215,2210.166748,193.7377776
7875.333496,1929.333374,511.4916307
2562.152588,1722,4476.514153
2040.973877,867.083313,5682.857143
2149.166748,996.666687,18400
4123.997559,2044.666626,7350
1751.666626,1115.833374,1517.887738
1280.690552,726.333313,4150
2618.75,1281.666626,4800
1651.916626,1037.916626,171.4285714
1036.857178,553,5522.5
1458.666626,761.166687,3955
1792.898804,717.166687,11500
2230.899658,1593.708984,1800
1424.333374,899.333313,9360
1460.25,647.916687,600
1930.547852,822.666687,774.9511104
2305.190674,953.833313,7952.054814
7084.976563,2805,4634.158877
4261.035645,1144.916626,5847.6065
3772.393066,1926.083374,1494.258123
2183.319092,958.75,16261.2312
9600.952148,2363.5,2878.721481
4222.547852,2644,5727.288392
3575.952637,2777.166748,598.8387487
3811.619141,3029.666748,5678.082222
1817.928589,1161.833374,3391.232889
7066.119141,2031.25,2544
3615.273926,2163.416748,1291.232889
5587.249023,1278.166626,34189.59803
10036.69531,1243.416626,9495
3083.5,507,9255
2768.511963,2010.166626,94.93116773
1929.440552,925.583313,1531.012987
6502.581055,2603,662.2424156
1358.678589,477.5,75
1304.290527,275.6855164,1193.241557
1633.428589,895,360
1780.523926,589.666687,557.9537788
3001.178711,2195,250
1218.440552,768.666687,1523.883629
3217.023926,1990,1398.460599
4854.357422,1273.166626,517.7119218
2177.282227,989.833313,1034.434132
1555.607178,572.333313,2100
1912.520264,961.333313,3396.707885
4728.857422,1368.833374,3669.082222
2826.619141,2032,3933.698666
2511.428711,1289.5,3508.983959
1842.845337,1103,834.8838493
3025.607178,2104.583252,573.2260919
2493.047852,1483.5,843.0691997
1167.261963,683.5,2239.041111
2979.261963,863.333313,3576.59492
4112.273926,2232.083252,271.2328886
3911.261963,1201.166626,955.7816502
2488.261963,1402,359.0411108
2422.857178,1636,1059.632706
4697.714355,2309.333252,624.9619747
1635.511963,802.25,2051.027407
2891.785889,1155.333374,2516.756522
1096,456.3333435,1182.354561
1645.381226,1183.881226,6396.041175
11947.88086,1728.380981,12818.07223
1327.774292,898.607666,5679.257143
2417.69043,1057.357178,2251.241218
3113.141113,1601.141113,7888.75
1009.427307,323.2606506,180
1917.421265,1660.254517,5486.666667
6174.933105,3184.683105,3693.25
1207.44104,831.774292,271.4285714
600.2005615,374.3672485,2630
2597.079102,1776.662354,3031.576429
1859.490601,1055.740601,3266.25
7156.339844,2672.840088,9888.583773
9575.292969,3677.459717,9963.67527
1397.101318,753.1013184,2868
14498.91699,5627.666504,4928.414039
3020.083252,1965.916626,13759.8445
4645.166504,1553.166626,3871.428571
3927.416748,2103.25,3559.171575
5109,2963.666748,40199.831
4452,2810,8435.451572
2684.333252,861.5,2700
2858.083252,1413.333374,7828.75
4399.916504,2430.166748,4800
2753.833252,1616.833374,1930.797972
561.833313,296,2050
2635.666748,2178.333496,11100
1803.666626,903.5,6433.422669
4298.083496,2478.333252,6640
4780.916504,3535.916748,2597.261564
2386.873291,2116.206543,10137.5
2449.352295,1388.161743,4041.468353
12899.60938,1770.609131,15359.32213
2127.166748,1462.666626,9530.8
1301.609253,971.6091919,3070
3817.936279,2031.603027,2969.472289
2001.941284,1113.608032,9735.750051
4158.181152,2616.931396,2666.834927
5749.161133,1623.577759,2306.736462
6543.088867,3389.255615,5189.830165
2228.538086,978.954834,3245
4721.640625,2696.390381,6319.91272
4073.734863,2798.703369,1374.960744
1654.876709,816.543335,732
4470.380859,956.0477295,1053.75
9797.25,4156,7458.266612
6103.333496,3022.166748,2137.581859
2604.833252,1230.333374,1925.728323
3046.190674,911.5,1544.469055
643.0386963,420.2053223,1000
7058.333496,2608.25,13691.92232
4667.023926,1673.75,3455.106003
2269.9375,1121.6875,9028.703748
2930.25,2151.333252,5135.747817
5432.033691,3222.700195,11103.95403
2556.5,1985.666626,4648.174718
4198.125,1822.458374,6827.83176
6976.416504,3232.25,2036.363636
8539.416992,1724.833374,9325
2314.784668,1305.451416,1233.333333
5584.416504,3447.666748,7379.30253
4902.48584,1829.833374,4856.228513
1165.166626,506.8333435,4435.74194
5329.583496,1941.083374,5605.366143
3223.25,1892.666626,8959.743393
18968.11133,4227.277832,4779.487733
5495.166504,1817.083374,2869.175551
3675.918213,1469.751709,2061.175096
2804.083252,1469.166626,2554.0625
1230.980957,841.31427,5080
3077.333252,1916.166626,5321.932954
10229.25,2526.666748,9974.173566
9647.125,2942.625,6019.541346
3609.583252,1868.916626,4087.447098
1972.75,556.5,1890.057879
3045.916748,963.916687,3184.2
6644.083496,3312.833252,14524.28571
3794.555664,1910.805542,1515.612423
5113.388672,1736.222168,26427.28889
2936.5,1135.25,3266.910891
9942.083008,2180.25,5263.34341
2947.666748,1483.666626,381.7883617
1211.645508,665.2288208,586.2661412
4181.25,3153.166748,2644.375513
5780.333496,2546,6771.326375
3561.25,1245.083374,17965
6537.12207,2517.788818,3769.725601
7452.166504,4062,8139.672334
1055.25,622.75,8877.379141
11152.83301,2034.75,11230.11439
6410.5,3334.333252,650
5774.766602,3201.600098,8793.32441
3234.25,1943,1896.028101
14287.25,1569,6584.500623
4432.166504,2309.5,3243.610429
2398.333252,1027.416626,1178.323385
1651.333374,1202.25,12191.66667
2424.083252,896.416687,2574.608147
2270.916748,1439.75,2925
2647.161377,1047.661499,5564.451395
2461.583252,1118.666626,2359.734322
2724.75,1431.25,3298.877919
4006.583252,1329.75,8600
376.8333435,264.8333435,9196.5
3616.416748,1662.833374,961.0305247
3039.75,2334.25,1033.9261
6307.25,2077.666748,3248.016811
1638.166626,1207.166626,4050.63337
2253.166748,1548.333374,2652.308573
2931.875,2502.875,607.5920756
1831.75,1377.666626,1181.428571
3032.916748,1222.333374,2121
6830.75,1753.75,3533.467149
2550.5,2066.166748,1059.366459
1975.166626,1195.416626,372.5
2212.75,975.666687,3010
2561.333252,1705.25,5234.857143
3151.416748,1242.5,14555.83333
711.041687,424.7083435,3692.5
1713.583374,940.416687,1626.875
3252,1186.666626,2173.441159
5017.166504,1537.666626,5200
2001.833374,1473.5,2141.428571
8286.333008,8017.416504,1204.798426
3284.702637,1597.5,11005.55064
3496.190674,2974.333252,233.1473819
2618.428711,2229.666748,144.1647952
1601.761963,1365,664.8400113
2527.357178,1998,113.3308907
2402.547852,1533,3648.75
3894.761963,3570.5,8478.137627
1020.261963,451.8333435,24000
4172.643066,2374.666748,471.0254718
3024.107178,1207.833374,6685.714286
1403.845337,890.5,3600
2012.076294,1606.314331,336
2069.857178,1438,749.7890597
804.3800049,313.118042,3000
2356.25,1214.166626,75
1868.166626,978.083313,7508.571429
2968.569824,1836.403198,2317.74607
3961.166748,1506.583374,4439.12494
1066.80127,748.4679565,1676.523061
4206.416504,2265.416748,198.4346724
2481.416748,1132.333374,958.976846
2184.416748,1144.833374,2627.203947
2098.083252,1355.166626,264.478674
1820.083374,1204.25,1384.24869
8917,2223.333252,10492.80474
1584.166626,952.166687,2714.913698
1185.083374,672,2259.83717
567.166687,308.5,3073.54162
3178.25,1619.083374,311.5734975
1286.5,502.6666565,8704.499056
2691.583252,1896.666626,628.7713193
628.177063,357.84375,889.4470173
2677.75,2316.666748,6362.540827
5807.5,3742.75,4752.727273
2383.937256,1260.437378,1495.714286
2274.920898,1306.587524,10873.33333
1443.5,619.333313,3060
2961.166748,1874.75,1820
4680.681152,1730.181274,9880.714286
5389.166504,1631.416626,3875.108798
2300.333252,1878.083374,1952.5
2059.166748,1055,6101.833333
1940.897583,1555.897583,1308
2910.432373,2072.932373,3990.106714
1084.033325,643.2000122,1361.225786
2967.75,2001.75,953.0641755
4795.686035,1458.936279,858.3333333
3132.25,1731.5,868
6304.5,1827.666626,3114.285714
4508.333496,1858.333374,3042
4613.5,2648.5,9600
2211,1183.833374,3410
5292.25,2074.083252,4268.536793
2000.666626,1289.333374,5548
4914.5,3220.5,4832.5
3211.5,1337.166626,3530
3342.083252,2128.083252,8121.379552
10610.33301,3349.666748,7745.454545
5660.75,2770.333252,4250.401384
10540.08301,4898.5,13078.20038
6637,1690,10875
3067.333252,1455.833374,1840
2463.077637,1412.910889,100
1627.384277,946.5509644,3840
1402.191284,1201.691284,1680
2709.419189,1309.835938,2177.142857
2166.015869,1290.265747,1230.273456
2463.974854,1176.641479,3785.714286
1738.689453,600.1060791,13695
3113.121338,1826.287964,2640.386225
3476.118164,3117.451416,8951.193558
1838.739014,934.1557007,1305.8541
2699.490723,1593.907471,1276.8
5914.791504,2943.458252,85.71428571
2492.444092,1768.94397,14541
30363.79297,2648.875488,14651.18465
4075.906982,2187.573486,6538.5
3065.741699,2030.408447,1041.990469
5792.083496,4865,166.6666667
11108.83301,2748.166748,5560
1283,633.666687,3900
757.666687,558.833313,60405.75857
7613.083496,2781.166748,2480
3050.333252,755.833313,5890.829139
8673.666992,1863.333374,2858.166439
3652.625732,1435.625732,3480
1137,605.333313,4310
2876.5,1937.5,2263.636364
3272.75,2282.833252,3066.666667
47614.33203,6317.5,38921.01832
822.369812,421.203125,7400
1862,1125,5506.5
453.6666565,258.1666565,6860
881.416687,496.4166565,2776.439465
4550.958984,2107.292236,2649.487876
1537.424316,932.5910034,7853.955058
5161.372559,2187.372314,2422.253501
8726.631836,2873.632324,37413.63149
1401.654663,732.1546021,328.75
1463.584839,773.0847778,3508.333333
912.8027344,534.7194214,1021.748091
1412.629272,1196.795898,3074.664002
1370.779785,878.2797241,1964.723495
2344.611816,1398.778564,4129.403548
1730.125488,849.2921143,5460
4319.265137,2423.098633,66.66666667
3287.289307,2626.539307,2468.216979
2116.047119,748.0470581,3367.33329
3609.822754,2405.989502,36
1740.059448,1176.226074,4553.789593
10546.58301,2488.333252,2550.392819
986.5,662.666687,11160
1129.573486,662.7401123,2652.462377
2699.833252,1976.666626,6755.469166
1056.5,753.833313,1171.254799
3780.666748,2792.833252,6314.278838
863.75,547.333313,2157.142857
1207.916626,891.916687,1979.333333
2151,1628.166626,2878.140703
2988.25,1645.5,90
1933.25,752.75,10462.5
362.243042,181.909729,2300
16071.95117,2345.951416,446.6666667
4390.5,2640.25,200
2492.583252,1073.25,3762.358068
9048.217773,2371.884521,480
6271.535645,2641.785645,6844.444444
6224.293457,1527.543213,5573.333333
2804.036133,663.0360718,1950
2239.88208,1169.215576,8287.2
1826.31543,972.8154907,8371.333333
3235.272461,1850.272461,2560
2133.383057,1127.966431,25041.26922
1925.609131,1306.775757,4072
4927.395508,1583.312134,8105.041034
1465.661865,840.1618652,3085.714286
5411.246582,2849.830078,2134.368016
3934.093506,2052.76001,1309.144232
2631.599365,1170.766113,3600
3239.793945,1220.293945,8022.857143
4004.659668,1149.409668,2640
13578.5,1337.333374,7653.333333
4246.63623,2168.802734,1876
2349.916748,1375.583374,1775.555556
1975.25,1279.666626,4100
2856.75,1678.333374,2925
3254.833252,1578.5,6396
5061.416504,1967,360
5661.979004,2138.729248,1333.333333
8309.583008,1601.333374,6333.333333
3926.583252,1797,2916
2108,1438.833374,5886
1380.666626,684.666687,4320
6292,2503,1042.015124
1576,687.833313,1400
1794.833374,1392,1525.099007
2577.75,1812.75,3900
3882.500244,1225.666992,175050.6664
1453.919312,881.2526245,5300
