"wage","age","educ","exper","union","female","married","urban"
2.08750009536743,27,4,16,0,0,0,1
15.2437496185303,32,8,17,1,0,0,1
1.92499995231628,29,4,18,0,0,0,1
16.8312492370605,27,5,15,0,0,0,1
16.7437496185303,24,5,12,0,0,0,1
20.0625,28,9,12,0,1,0,1
6.03749990463257,40,6,27,1,0,1,1
6.53749990463257,36,8,21,0,0,1,1
8.66250038146973,36,9,20,0,1,0,1
3.02500009536743,39,4,28,0,0,1,1
4.21250009536743,35,6,22,1,0,0,1
4.61250019073486,30,5,18,0,0,0,1
3.17499995231628,30,7,16,0,0,0,1
4.53749990463257,27,4,16,0,0,0,1
8.34375,37,7,23,0,0,0,1
4.625,29,9,13,0,0,0,1
4.53749990463257,35,6,22,0,0,1,1
1.92499995231628,29,5,17,0,1,1,1
4.42500019073486,23,5,11,0,0,0,1
1.92499995231628,22,4,11,0,0,0,1
19.7250003814697,30,7,16,1,0,0,1
4.02142858505249,29,7,15,0,1,0,1
5.08552646636963,26,8,11,0,1,0,1
4.875,31,8,16,0,0,0,1
12.4125003814697,27,9,11,1,0,1,1
3.66428565979004,31,4,20,0,1,1,1
5.87857151031494,29,5,17,0,0,0,1
11.2857141494751,39,6,26,1,0,1,1
8.5535717010498,29,4,18,0,0,0,1
6.20625019073486,34,3,24,0,0,0,1
11.3928575515747,37,8,22,1,1,0,1
5,54,0,47,0,0,1,1
4.53749990463257,30,9,14,1,0,0,1
33.1500015258789,56,0,49,0,0,0,1
68.75,45,7,31,1,0,1,1
6.98750019073486,47,5,35,0,0,1,1
3.51874995231628,33,6,20,0,0,1,1
8.125,48,7,34,0,0,1,1
0.1875,36,6,23,1,0,1,1
6.76875019073486,27,7,13,0,1,0,1
8.125,46,4,35,0,0,1,1
4.04444456100464,42,9,26,1,0,1,1
5.30555534362793,40,6,27,1,1,1,1
4.53749990463257,47,9,31,1,0,1,1
5.66249990463257,31,9,15,1,0,1,1
1.22222220897675,29,9,13,0,0,0,1
4.64423084259033,39,7,25,0,1,0,1
8.34375,56,4,45,0,0,1,1
4.53749990463257,52,6,39,0,1,1,1
4.8125,29,9,13,1,1,0,1
6.22222232818604,24,7,10,1,0,0,1
1.68124997615814,30,7,16,0,0,1,1
1.68124997615814,26,8,11,1,1,1,1
4.03333330154419,36,8,21,1,1,0,1
8.34375,22,6,9,1,0,0,1
8.34375,45,5,33,1,0,1,1
8.34375,40,6,27,0,1,0,1
7.41666650772095,30,7,16,1,0,0,1
7.41666650772095,27,8,12,1,1,0,1
8.34375,58,4,47,1,0,1,1
4.53749990463257,50,5,38,0,1,1,1
8.66250038146973,45,4,34,0,0,1,1
8.66250038146973,40,5,28,0,1,1,1
8.34375,34,5,22,0,0,0,1
2.20000004768372,30,7,16,0,1,0,1
8.66250038146973,32,6,19,0,0,0,1
3.875,27,4,16,1,0,0,1
3.44444441795349,25,6,12,1,0,0,1
4.42857122421265,23,5,11,1,0,0,1
7.41666650772095,52,5,40,1,0,1,1
4.53749990463257,51,6,38,0,1,1,1
4.53749990463257,54,4,43,0,1,0,1
8.34375,34,3,24,1,0,1,1
8.34375,39,10,22,1,0,1,1
8.34375,31,8,16,0,0,1,1
9.5357141494751,24,7,10,0,1,1,1
7.69999980926514,30,8,15,1,1,0,1
3.44444441795349,40,2,31,0,0,1,1
7.69999980926514,44,3,34,0,0,1,1
7.69999980926514,39,6,26,0,1,1,1
8.66250038146973,34,9,18,0,0,1,1
8.34375,29,10,12,0,1,1,1
7.69999980926514,39,5,27,0,0,1,1
7.69999980926514,36,7,22,0,1,1,1
12.879807472229,42,8,27,1,0,1,1
8.66250038146973,24,10,7,1,0,1,1
11.5500001907349,22,10,5,0,1,1,1
7.94642877578735,28,7,14,1,0,0,1
7.94642877578735,28,5,16,1,0,0,1
2.38095235824585,24,7,10,0,0,0,1
2.17391300201416,23,7,9,0,0,0,1
2.38095235824585,22,6,9,0,1,0,1
8.66250038146973,26,10,9,0,0,0,1
1.875,26,5,14,0,1,0,1
3.22916674613953,25,8,10,0,1,0,1
6.59375,28,10,11,1,0,0,1
8.90625,42,8,27,1,0,0,1
5.28749990463257,33,8,18,1,1,0,1
9.66250038146973,37,6,24,1,0,1,1
8.66250038146973,40,8,25,1,0,1,1
4.53749990463257,36,9,20,1,1,1,1
9.5357141494751,29,10,12,0,0,0,1
7.69999980926514,44,4,33,1,0,1,1
4.53749990463257,28,9,12,0,1,0,1
4.53749990463257,26,9,10,0,1,0,1
8.66250038146973,25,8,10,0,1,0,1
8.69999980926514,55,4,44,1,0,1,1
8.66250038146973,34,8,19,1,0,0,1
10.1625003814697,39,7,25,1,0,1,1
3.875,44,7,30,0,1,0,1
8.08333301544189,34,8,19,1,0,0,1
9.09375,23,9,7,1,0,0,1
2.20000004768372,23,9,7,0,1,0,1
3.875,36,5,24,0,1,1,1
6.03749990463257,29,8,14,1,0,0,1
8.34375,50,5,38,1,0,1,1
8.34375,40,7,26,0,0,1,1
8.34375,36,7,22,0,1,1,1
8.71875,44,6,31,1,0,1,1
24.53125,36,8,21,1,0,1,1
6.43125009536743,55,6,42,1,1,1,1
4.29166650772095,57,9,41,0,0,1,1
6.1875,31,11,13,1,0,1,1
9.375,37,8,22,1,0,1,1
5,32,10,15,0,1,1,1
13.0375003814697,39,10,22,0,1,0,1
4.0625,54,7,40,0,0,1,1
4.53749990463257,46,6,33,0,0,1,1
7.8125,54,8,39,0,0,1,1
6.25,26,12,7,0,1,0,1
8.34375,46,6,33,1,0,1,1
11.1000003814697,26,9,10,1,0,0,1
4.5625,36,10,19,1,0,1,1
19.6625003814697,42,8,27,0,0,1,1
16.7437496185303,37,13,17,0,0,1,1
8.66250038146973,32,10,15,0,1,1,1
7.45833349227905,42,10,25,0,0,0,1
5.77500009536743,27,8,12,1,0,0,1
6.54166650772095,36,6,23,1,1,1,1
9.41250038146973,27,8,12,1,1,0,1
5.77500009536743,49,6,36,1,0,1,1
4.53749990463257,44,8,29,0,1,1,1
3.48958325386047,34,8,19,1,0,1,1
4.5,17,1,9,1,0,0,1
4.44444465637207,46,8,31,0,0,1,1
1.08695650100708,33,1,25,1,0,1,1
5.23124980926514,60,5,48,1,0,1,1
6.51875019073486,34,5,22,0,0,1,1
4.33125019073486,25,0,18,1,0,1,1
2.94791674613953,30,3,20,0,0,1,1
8.21111106872559,43,2,34,1,0,1,1
5.72916650772095,42,4,31,0,0,1,1
4.52500009536743,38,3,28,0,0,0,1
2.70624995231628,34,3,24,1,0,0,1
5.55555534362793,31,9,15,0,0,1,1
5,28,7,14,0,0,0,1
5,27,9,11,0,0,0,1
4.25555562973022,39,6,26,0,0,1,1
8.78750038146973,47,3,37,1,0,1,1
7.28125,26,2,17,0,0,1,1
1.5625,45,0,38,0,0,1,1
4.0625,31,8,16,0,1,1,1
3.875,22,8,7,0,1,1,1
5.5625,46,0,39,0,0,1,1
3.02500009536743,34,0,27,1,0,0,1
1.28333330154419,27,7,13,1,0,1,1
2.21875,24,8,9,0,0,0,1
3.875,42,3,32,0,0,1,1
5.27083349227905,29,5,17,1,0,1,1
4.07142877578735,37,3,27,1,0,1,1
5.5625,36,0,29,0,0,1,1
4.11250019073486,23,5,11,1,0,0,1
3.875,37,7,23,0,0,1,1
0.5625,22,7,8,0,1,0,0
7.03333330154419,27,3,17,0,0,0,0
2.14444446563721,37,6,24,0,1,1,0
1.25555551052094,21,10,4,0,0,0,0
1.94047617912292,43,2,34,0,1,0,0
1.29999995231628,26,10,9,0,1,0,0
0.0444444455206394,22,10,5,0,0,0,0
3.25555562973022,40,5,28,0,1,0,0
5.61979150772095,33,10,16,0,0,1,0
2.73958325386047,35,8,20,0,1,1,0
3.25555562973022,42,5,30,0,1,0,0
3.36666655540466,20,6,7,0,1,0,0
4.67857122421265,44,6,31,0,0,1,0
4.10833311080933,41,4,30,0,1,1,0
5.05000019073486,23,8,8,0,1,0,0
3.09999990463257,49,1,41,0,0,1,0
3.79230761528015,49,1,41,0,1,1,0
2.4351851940155,39,5,27,0,0,1,0
2.4351851940155,23,6,10,0,0,0,0
2.92222213745117,52,7,38,0,0,1,0
1.37777781486511,36,5,24,0,0,1,0
3.14444446563721,39,0,32,0,0,1,0
1.60000002384186,45,1,37,0,1,1,0
2.92222213745117,35,3,25,0,0,1,0
2.92222213745117,41,7,27,0,0,1,0
1.15555560588837,19,7,5,0,0,0,0
1.81111109256744,40,6,27,0,0,0,0
1.60000002384186,18,7,4,0,1,0,0
0.322222232818604,34,5,22,0,0,0,0
2.5888888835907,34,5,22,0,0,1,0
1.71111106872559,16,6,3,0,1,0,0
2.70000004768372,28,5,16,0,0,1,0
1.15555560588837,42,3,32,0,0,0,0
3.47777771949768,20,6,7,0,0,0,0
3.14444446563721,40,1,32,0,0,0,0
5.99444437026978,34,7,20,0,0,1,0
2.14444446563721,37,10,20,0,0,1,0
0.96875,41,6,28,0,0,1,1
4.92222213745117,19,6,6,0,0,0,1
4.16249990463257,38,1,30,0,0,1,1
6.16249990463257,47,4,36,0,1,1,1
1.17708337306976,21,9,5,0,1,0,1
6.69999980926514,23,10,6,0,1,0,1
0.433333337306976,29,5,17,0,0,1,1
5.13541650772095,56,5,44,0,0,1,1
3.28749990463257,31,5,19,0,0,0,1
2.63000011444092,30,6,17,0,0,1,1
2.24166655540466,53,5,41,0,0,1,1
4.53749990463257,31,5,19,0,0,1,1
1.29999995231628,26,6,13,0,0,0,1
3.91249990463257,42,3,32,0,1,0,1
6.58888912200928,35,7,21,0,1,0,1
4.52500009536743,31,10,14,0,1,0,1
6.16249990463257,27,10,10,0,0,1,1
6.16249990463257,27,8,12,0,1,1,1
6.17708349227905,21,8,6,0,1,0,1
3.28749990463257,30,8,15,0,0,1,1
2.52678561210632,22,7,8,0,1,1,1
17.0499992370605,44,6,31,0,0,0,1
1.42999994754791,26,6,13,0,0,0,1
5.5,22,6,9,0,1,0,1
1.68124997615814,25,2,16,0,0,0,1
2.36666655540466,21,3,11,0,0,0,1
3.6875,29,2,20,0,0,1,1
8.76388931274414,30,10,13,0,1,1,1
2.03749990463257,30,7,16,0,0,0,1
2.66249990463257,45,6,32,0,1,0,1
2.03333330154419,19,10,2,0,1,0,1
1.81111109256744,24,7,10,0,0,0,1
2.89166665077209,18,10,1,0,1,0,1
1.03999996185303,41,5,29,0,1,0,1
6.15277767181396,32,8,17,0,1,1,1
5.53749990463257,25,2,16,0,0,1,1
4.53749990463257,36,5,24,0,0,1,1
3.28749990463257,20,7,6,0,0,0,1
1.25555551052094,41,0,34,0,0,0,1
7.91249990463257,55,5,43,0,0,0,1
3.59999990463257,20,7,6,0,0,0,1
2.57142853736877,29,7,15,0,1,0,1
5.04166650772095,50,8,35,0,1,1,1
6.78749990463257,28,9,12,0,0,1,1
0.877777755260468,24,12,5,0,1,0,1
3.20000004768372,53,0,46,0,0,1,1
2.66249990463257,28,5,16,0,1,1,1
3.59999990463257,30,1,22,0,0,1,1
2.40555548667908,39,5,27,0,0,1,1
3.91249990463257,25,7,11,0,0,0,1
4.53749990463257,17,4,6,0,0,0,1
3.91249990463257,17,4,6,0,0,0,1
1.03333330154419,31,7,17,0,0,0,1
9.32777786254883,26,13,6,0,1,0,1
4.40555572509766,44,12,25,1,0,1,1
11.0722217559814,43,12,24,1,1,1,1
5.69999980926514,27,10,10,0,0,1,1
3.77222228050232,41,10,24,0,0,1,1
8.0222225189209,23,10,6,1,0,0,1
4.03333330154419,54,6,41,0,1,1,1
3.25555562973022,25,10,8,0,1,0,1
2.14444446563721,29,12,10,0,1,1,1
3.11111116409302,23,6,10,0,0,1,1
14.8833332061768,58,6,45,1,0,1,1
3.5888888835907,34,9,18,1,0,0,1
5.47777795791626,29,12,10,0,1,0,1
14.8833332061768,45,5,33,0,0,1,1
7.69999980926514,42,8,27,0,1,1,1
14.8833332061768,49,5,37,1,0,1,1
8.66250038146973,25,10,8,0,0,0,1
3.25555562973022,60,8,45,0,0,1,1
3.81111121177673,49,6,36,0,1,1,1
2.01041674613953,24,10,7,1,0,1,1
7.69999980926514,34,6,21,0,1,0,1
14.8833332061768,33,10,16,0,0,0,1
9.27083301544189,40,8,25,1,0,0,1
1.54999995231628,44,12,25,1,1,0,1
5.51666688919067,36,12,17,1,0,1,1
9.32777786254883,37,10,20,1,1,1,1
7.69999980926514,47,6,34,0,1,0,1
14.8833332061768,27,12,8,1,1,0,1
5.03333330154419,22,9,6,1,0,0,1
1.18124997615814,29,3,19,0,1,1,0
1.9277777671814,28,1,20,0,0,1,0
1.18124997615814,33,2,24,0,1,0,0
6.05208349227905,41,7,27,0,0,0,0
1.73958337306976,23,5,11,0,0,0,0
1.18124997615814,29,4,18,0,1,0,0
1.18124997615814,53,0,46,0,1,0,0
1.18124997615814,32,2,23,0,1,0,0
2.890625,35,0,28,0,0,0,0
1.24479162693024,16,5,4,0,0,0,0
1.875,30,0,23,0,0,0,0
2.421875,45,4,34,0,0,1,0
1.015625,23,6,10,0,0,0,0
1.51874995231628,35,6,22,0,1,1,0
3.8125,31,4,20,1,0,1,0
1.35625004768372,50,1,42,0,1,0,0
1.35416662693024,54,1,46,0,0,0,0
1.35625004768372,30,3,20,0,1,0,0
1.18124997615814,20,5,8,0,1,0,0
2.984375,28,2,19,0,0,0,0
1.18124997615814,23,5,11,0,1,0,0
1.18124997615814,20,5,8,0,1,0,0
2.015625,30,5,18,0,0,0,0
1.18124997615814,24,6,11,0,1,1,0
1.875,28,8,13,0,0,1,0
6.20833349227905,50,0,43,0,0,1,0
1.21875,42,3,32,0,1,1,0
2.53125,36,6,23,0,0,1,0
1.18124997615814,23,3,13,0,1,0,0
1.18124997615814,21,5,9,0,1,0,0
2.328125,53,0,46,0,0,1,0
1.83333337306976,30,3,20,0,0,0,0
1.18124997615814,26,5,14,0,1,0,0
1.19375002384186,31,2,22,0,1,0,0
1.875,33,2,24,0,0,0,0
1.18124997615814,40,2,31,0,1,0,0
1.80729162693024,53,0,46,0,0,0,0
1.015625,15,1,7,0,0,0,0
1.18124997615814,19,2,10,0,1,0,0
1.28750002384186,45,2,36,0,1,1,0
2.046875,46,1,38,0,0,1,0
2.70624995231628,26,7,12,0,1,0,0
1.18124997615814,21,1,13,0,1,0,0
1.765625,38,5,26,0,0,0,0
1.18124997615814,44,0,37,0,1,1,0
2.26041674613953,47,0,40,0,0,1,0
1.71875,33,8,18,0,0,1,0
1.49479162693024,18,6,5,0,0,0,0
1.765625,30,10,13,0,0,0,0
1.83333337306976,28,0,21,0,0,0,0
1.35625004768372,40,0,33,0,1,1,0
1.171875,42,1,34,0,0,1,0
1.28645837306976,16,1,8,0,0,0,0
1.08124995231628,45,1,37,0,1,0,0
1.44444441795349,54,0,47,0,0,0,0
1.08124995231628,24,2,15,0,1,0,0
1.08124995231628,41,1,33,0,1,0,0
1.20555555820465,41,3,31,0,0,0,0
1.08124995231628,33,0,26,0,1,0,0
1.08124995231628,17,5,5,0,1,0,0
1.08124995231628,19,2,10,0,1,0,0
1.80555558204651,33,6,20,0,0,0,0
1.56666672229767,52,0,45,0,0,1,0
1.08124995231628,22,5,10,0,1,0,0
1.56666672229767,22,4,11,0,0,0,0
1.51499998569489,27,6,14,0,0,1,0
1.82000005245209,55,5,43,0,0,1,0
1.19000005722046,40,0,33,0,1,0,0
1.90499997138977,46,0,39,0,0,0,0
1.8400000333786,44,1,36,0,0,1,0
1.19000005722046,39,1,31,0,1,1,0
1.19000005722046,56,0,49,0,1,1,0
1.8400000333786,46,5,34,0,0,1,0
1.19000005722046,36,3,26,0,1,1,0
1.8400000333786,49,0,42,0,0,1,0
1.73500001430511,33,4,22,0,0,1,0
1.19000005722046,35,5,23,0,1,1,0
1.49500000476837,39,2,30,0,0,1,0
2.33999991416931,34,5,22,0,0,1,0
1.08500003814697,36,7,22,0,1,1,0
0.865000009536743,45,0,38,0,0,1,0
2.07999992370605,60,0,53,0,0,1,0
1.66999995708466,29,6,16,0,0,0,0
1.8400000333786,51,6,38,0,0,1,0
1.3222222328186,54,5,42,0,1,1,0
1.29999995231628,50,2,41,0,0,0,0
1.51499998569489,21,7,7,0,0,0,0
2.59999990463257,38,0,31,0,0,0,0
2.42499995231628,42,2,33,0,0,1,0
2.59999990463257,42,4,31,0,0,1,0
1.20555555820465,57,3,47,0,1,1,0
2.01500010490417,51,3,41,0,0,0,0
1.3222222328186,31,0,24,0,1,0,0
2.16499996185303,59,6,46,0,0,1,0
1.3222222328186,39,2,30,0,1,0,0
1.73500001430511,39,3,29,0,0,0,0
0.961111128330231,42,5,30,0,1,1,0
0.975000023841858,41,7,27,0,0,1,0
1.20555555820465,21,7,7,0,0,0,0
2.09999990463257,26,3,16,0,0,1,0
1.90499997138977,39,1,31,0,0,0,0
9.63888931274414,58,7,44,1,0,1,1
0.3125,21,10,4,1,1,0,1
5.19444465637207,48,10,31,0,0,0,1
2.14444446563721,22,10,5,0,0,0,1
4.36666679382324,26,10,9,0,1,0,1
5.171875,40,13,20,1,0,0,1
7.32777786254883,20,8,5,0,0,0,1
11.1111106872559,54,8,39,1,0,1,1
11.2055559158325,28,9,12,1,0,0,1
9.32777786254883,45,10,28,1,0,1,1
4.67222213745117,55,6,42,1,1,0,1
12.0388889312744,41,6,28,0,0,1,1
9.24374961853027,36,10,19,0,1,1,1
4.23888874053955,39,7,25,0,0,1,1
10.5062503814697,21,12,2,1,1,0,1
6.13068199157715,44,5,32,1,0,1,1
5.60227251052856,24,9,8,1,0,0,1
6.58333349227905,58,7,44,1,0,1,1
13.2555551528931,25,10,8,1,1,0,1
8.25555515289307,35,10,18,1,1,0,1
16.9222221374512,19,10,2,0,1,0,1
7.69999980926514,27,9,11,1,0,0,1
16.6444435119629,47,5,35,0,0,1,1
15.7888889312744,49,12,30,1,1,1,1
6.58333349227905,50,6,37,1,0,1,1
2.92222213745117,24,4,13,0,0,0,1
15.9944448471069,25,6,12,1,0,0,1
2.92222213745117,28,6,15,0,0,0,1
3.44444441795349,32,4,21,0,0,0,1
5.47777795791626,51,7,37,0,0,1,1
6.41874980926514,42,9,26,1,0,1,1
1.74374997615814,33,10,16,0,0,1,1
6.20625019073486,32,12,13,0,1,1,1
7.16249990463257,32,10,15,0,1,1,1
11.2055559158325,40,10,23,0,0,1,1
6.75,21,10,4,0,1,0,1
6.36666679382324,22,7,8,0,0,0,1
4.98888874053955,35,5,23,0,0,0,1
6.69444465637207,51,6,38,0,1,1,1
4.64444446563721,30,10,13,0,0,0,1
1.68124997615814,21,10,4,0,0,0,1
6.65340900421143,38,5,26,0,1,1,1
4.23913049697876,41,6,28,0,1,1,1
13.8888893127441,41,2,32,0,0,1,1
6.07291650772095,19,10,2,0,0,0,1
4.28333330154419,23,5,11,0,0,0,1
4.28333330154419,33,7,19,0,0,0,1
6.11111116409302,38,7,24,1,0,0,1
12.222222328186,43,7,29,1,0,0,1
9.26111125946045,45,7,31,0,1,0,1
6.89204549789429,37,8,22,0,1,0,1
3.53749990463257,50,8,35,0,1,1,1
8.21666622161865,32,7,18,0,1,1,1
6.21666669845581,34,8,19,0,0,1,1
1.81111109256744,51,8,36,1,1,1,1
1.72500002384186,54,7,40,0,1,0,1
6.58333349227905,30,7,16,0,0,0,1
14.9650001525879,46,6,33,1,0,1,1
2.76136374473572,39,6,26,0,1,1,1
5.56666660308838,21,10,4,0,1,0,1
1.27499997615814,55,8,40,1,0,1,1
0.875,23,7,9,0,0,0,1
4.16249990463257,26,8,11,0,1,0,1
15.4937496185303,33,11,15,1,1,1,1
12.2166662216187,46,8,31,1,0,1,1
4.24375009536743,47,8,32,0,0,1,1
2.84444451332092,41,5,29,0,1,1,1
16.8111114501953,54,6,41,0,0,1,1
19.1000003814697,20,10,3,0,1,0,1
5.16666650772095,27,10,10,0,0,0,1
3.77222228050232,46,9,30,0,0,1,1
5.49375009536743,20,12,1,0,1,0,1
6.58333349227905,55,5,43,0,0,1,1
2.86666655540466,24,6,11,0,1,0,1
3.20000004768372,25,6,12,0,0,0,1
14.1444444656372,48,6,35,0,0,1,1
3.875,20,10,3,0,0,0,1
7.61875009536743,21,8,6,0,0,0,1
16.5375003814697,54,6,41,1,0,1,1
3.22916674613953,20,7,6,0,0,0,1
0.787500023841858,43,5,31,0,1,0,1
3.44444441795349,29,4,18,0,0,0,1
0.0444444455206394,25,4,14,1,1,0,1
4.36666679382324,52,8,37,1,0,1,1
10.15625,22,10,5,1,1,0,1
3.44444441795349,45,6,32,0,0,1,1
6.89444446563721,21,6,8,0,1,0,1
3.25555562973022,56,8,41,1,1,1,1
3.47777771949768,22,10,5,1,1,0,1
13.0722217559814,40,8,25,1,0,0,1
1.25555551052094,51,2,42,0,1,0,1
0.711111128330231,23,10,6,0,1,0,1
4.24375009536743,28,12,9,1,1,0,1
2.0888888835907,28,10,11,0,1,0,1
1.89374995231628,26,2,17,0,1,1,0
3.90000009536743,28,2,19,0,0,1,0
1.89374995231628,24,7,10,0,1,0,0
1.89374995231628,36,7,22,0,1,1,0
5.48000001907349,36,1,28,0,0,1,0
1.89374995231628,20,9,4,0,1,0,0
1.89374995231628,27,9,11,0,1,1,0
2.71000003814697,32,5,20,0,0,1,0
1.89374995231628,57,0,50,0,1,0,0
3.75,21,8,6,0,0,0,0
5,25,10,8,0,0,0,0
1.89374995231628,46,2,37,0,1,1,0
2.71000003814697,48,4,37,0,0,1,0
2.49000000953674,24,7,10,0,0,0,0
1.89374995231628,29,6,16,0,1,0,0
2.71000003814697,49,3,39,0,0,1,0
1.89374995231628,17,5,5,0,1,0,0
1.89374995231628,34,5,22,0,1,1,0
4.7649998664856,33,7,19,0,0,1,0
1.89374995231628,42,1,34,0,1,1,0
3.14000010490417,48,3,38,0,0,1,0
2.12727284431458,20,7,6,0,0,0,0
2.12727284431458,22,6,9,0,0,0,0
1.53888893127441,31,2,22,0,1,0,0
1.75,35,4,24,0,0,0,0
3.01874995231628,33,0,26,0,1,0,0
1.89374995231628,29,7,15,0,1,1,0
3.11999988555908,32,2,23,0,0,1,0
1.89374995231628,51,0,44,0,1,1,0
3.03500008583069,56,0,49,0,0,1,0
1.89374995231628,30,0,23,0,1,0,0
1.54999995231628,37,1,29,0,1,1,0
2.48000001907349,39,5,27,0,0,1,0
1.89374995231628,40,0,33,0,1,1,0
3.38750004768372,33,3,23,0,0,1,0
2.4375,20,8,5,0,0,0,0
1.51666665077209,19,5,7,0,1,0,0
1.95454549789429,59,1,51,0,0,1,0
2.04090905189514,31,1,23,0,0,0,0
1.86500000953674,39,5,27,0,0,1,0
1.68333327770233,39,1,31,0,1,0,0
2.23888897895813,44,2,35,0,0,0,0
1.68333327770233,22,0,15,0,1,0,0
1.85625004768372,25,5,13,0,1,0,0
2.36999988555908,28,4,17,0,0,0,0
1.85625004768372,55,3,45,0,1,0,0
1.85625004768372,23,10,6,0,1,0,0
1.48500001430511,20,6,7,0,0,0,0
2.13000011444092,22,5,10,0,0,0,0
1.48500001430511,23,8,8,0,0,0,0
1.85625004768372,28,5,16,0,1,1,0
2.50500011444092,54,2,45,0,0,0,0
1.85625004768372,45,0,38,0,1,1,0
2.58999991416931,36,4,25,0,0,1,0
1.85625004768372,23,7,9,0,1,0,0
1.85625004768372,29,7,15,0,1,0,0
1.85625004768372,34,0,27,0,1,1,0
2.83500003814697,30,6,17,0,0,1,0
1.85625004768372,37,1,29,0,1,1,0
2.64000010490417,38,5,26,0,0,1,0
2.95000004768372,36,2,27,0,0,1,0
5.77500009536743,22,10,5,0,0,0,0
2.03125,48,0,41,0,1,1,0
2.16499996185303,50,0,43,0,0,1,0
1.21875,27,0,20,0,1,1,0
2.10500001907349,26,8,11,0,0,1,0
2.16666674613953,31,3,21,0,1,0,0
1.90499997138977,33,2,24,0,0,0,0
2.625,28,2,19,0,1,0,0
2.03125,21,5,9,0,1,0,0
1.99500000476837,26,9,10,0,0,0,0
2.51500010490417,43,5,31,0,0,1,0
4.875,41,1,33,0,1,1,0
2.03125,21,10,4,0,1,0,0
3.25,36,2,27,0,0,1,0
1.80555558204651,20,9,4,0,1,0,0
1.73500001430511,30,0,23,0,0,1,0
1.625,26,6,13,0,1,0,0
2.25,27,6,14,0,0,0,0
1.29999995231628,34,5,22,0,0,1,0
1.35000002384186,46,6,33,0,0,0,0
1.29999995231628,46,3,36,0,0,1,0
1.73500001430511,30,0,23,0,0,0,0
1.4662162065506,32,2,23,0,1,1,0
1.58000004291534,34,3,24,0,0,1,0
1.35625004768372,30,1,22,0,1,0,0
1.3222222328186,50,0,43,0,0,1,0
2.16875004768372,52,1,44,0,0,0,0
4.33500003814697,19,6,6,0,0,0,0
1.89374995231628,36,0,29,0,0,0,0
1.20555555820465,19,0,12,0,0,0,0
2.04444456100464,31,3,21,0,0,0,0
2.40555548667908,45,2,36,0,0,1,0
1.56666672229767,18,6,5,0,0,0,0
1.56666672229767,20,8,5,0,1,0,0
2.59999990463257,21,10,4,0,0,0,0
2.04444456100464,35,1,27,0,0,0,0
2.04444456100464,35,1,27,0,1,0,0
2.04444456100464,26,1,18,0,0,0,0
1.4099999666214,43,1,35,0,0,1,0
1.56666672229767,19,5,7,0,1,0,0
1.29999995231628,22,6,9,0,0,0,0
1.58000004291534,25,0,18,0,0,0,0
1.35625004768372,28,4,17,0,1,0,0
1.51499998569489,42,6,29,0,0,0,0
1.29999995231628,32,6,19,0,1,0,0
16.3854160308838,46,6,33,1,0,1,1
3.78125,57,0,50,1,0,1,1
16.3854160308838,47,7,33,1,0,1,1
16.3854160308838,25,5,13,0,0,1,1
3.78125,28,9,12,1,0,0,1
3.78125,28,6,15,0,0,0,1
16.3854160308838,46,6,33,0,0,1,1
4.03333330154419,36,6,23,1,0,1,1
16.3854160308838,60,7,46,1,0,1,1
3.78125,42,8,27,1,0,0,1
8.34375,29,5,17,0,0,0,1
7.69999980926514,33,5,21,0,0,0,1
7.69999980926514,40,3,30,0,0,1,1
7.69999980926514,41,6,28,0,0,1,1
7.69999980926514,49,5,37,0,0,1,1
8.66250038146973,36,5,24,0,0,0,1
7.69999980926514,38,6,25,0,0,1,1
2.16875004768372,23,7,9,0,0,1,0
3.84999990463257,42,0,35,0,0,1,0
1.44444441795349,32,6,19,0,1,1,0
2.16499996185303,34,7,20,0,1,1,0
4.54545450210571,49,3,39,0,0,1,0
3.12777781486511,30,7,16,0,1,1,0
5.29444456100464,28,0,21,0,0,1,0
2.36363625526428,47,0,40,0,0,1,0
1.68333327770233,23,2,14,0,1,0,0
2.36363625526428,46,6,33,0,0,0,0
1.51499998569489,60,7,46,0,0,1,0
2.08333325386047,54,2,45,0,1,1,0
7.22222232818604,23,10,6,0,1,1,0
3.25,49,5,37,0,0,1,0
6.26111125946045,52,5,40,0,0,1,0
2.45555543899536,24,4,13,1,0,0,0
2.67222213745117,23,6,10,1,1,0,0
3.92222213745117,41,7,27,1,0,1,0
0.961111128330231,31,0,24,0,1,1,0
2.40555548667908,54,0,47,0,0,1,0
2.33163261413574,54,0,47,0,0,1,0
3.29999995231628,44,0,37,0,0,1,0
3.61111116409302,39,2,30,1,0,1,0
3.25,44,6,31,1,0,0,0
3.84999990463257,38,7,24,1,0,0,0
3.39444446563721,54,2,45,0,0,1,0
1.73333334922791,56,0,49,0,1,1,0
2.28888893127441,54,3,44,0,0,1,0
2.28888893127441,26,6,13,0,0,0,0
1.6611111164093,30,4,19,0,1,0,0
3.61111116409302,22,2,13,0,0,0,0
1.73333334922791,24,5,12,0,1,0,0
2.23000001907349,43,4,32,0,1,1,1
7.75,41,0,34,0,0,1,1
7.71875,35,1,27,1,0,0,1
19.2875003814697,35,7,21,1,0,1,1
7.0595235824585,29,5,17,1,0,0,1
15.1964282989502,35,8,20,1,0,1,1
7.0595235824585,33,9,17,1,1,1,1
3.36249995231628,21,5,9,0,0,0,1
6.46875,43,6,30,1,0,0,1
